student_id,course_id,gender,enrollment_reason,enrollment_status,time_spent
113993,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2320.7498
103409,OcnA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,4164.6997
108177,PhysA-S217-01,M,Scheduling Conflict,Approved/Enrolled,1659.7165
114107,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,2845.2001
85616,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1772.6669
114117,AnPhA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,211.1833
114228,FrScA-S217-03,F,Scheduling Conflict,Approved/Enrolled,935.0331
108042,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1298.5332
101231,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1004.3
89416,FrScA-S217-03,M,Course Unavailable at Local School,Approved/Enrolled,1256
114387,OcnA-S217-02,F,Learning Preference of the Student,Approved/Enrolled,1860.8167
95736,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1519.5333
114449,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1358.6501
86044,FrScA-S217-03,M,Course Unavailable at Local School,Approved/Enrolled,2242.267
114501,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,2504.5004
95217,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,2445.5499
114673,BioA-S217-01,M,Other,Approved/Enrolled,2477.2504
88227,OcnA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1246.5501
114768,AnPhA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,301.0501
114796,BioA-S217-01,M,Other,Approved/Enrolled,5747.1008
114961,AnPhA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1744.7836
97215,FrScA-S217-01,M,Other,Approved/Enrolled,1849.4836
115101,AnPhA-S217-02,F,Other,Approved/Enrolled,3768.7164
115102,OcnA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,3052.9667
115181,OcnA-S217-02,F,Learning Preference of the Student,Approved/Enrolled,1590.5669
91953,AnPhA-S217-02,F,Scheduling Conflict,Approved/Enrolled,1177.5999
107016,OcnA-S217-03,F,Learning Preference of the Student,Approved/Enrolled,640.2
107210,AnPhA-S217-02,F,Scheduling Conflict,Approved/Enrolled,1818.1667
115238,PhysA-S217-01,M,Learning Preference of the Student,Approved/Enrolled,2356.8835
115780,AnPhA-S217-02,F,Learning Preference of the Student,Approved/Enrolled,1508.0335
115888,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2355.5665
