student_id,course_id,final_grade,gender,course_interest,perceived_competence,utility_value,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
95283,AnPhA-S216-01,91.3376,F,4.4,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95283,PhysA-S216-01,NA,F,4.4,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95360,FrScA-S216-01,91.87358916,F,4.133333333,3.666666667,3.555555556,4,2,3,3,4,3,3,4,2,3
95368,OcnA-S216-02,92.28978224,F,3,3,3.333333333,4,3,3,3,4,4,3,3,3,1
95375,OcnA-S216-02,93.43048576,F,4.6,4.5,4,4,4,4,5,5,4,5,5,4,4
95377,AnPhA-S216-02,76.6304,F,4.6,4.25,4.5,5,5,5,5,5,5,4,5,5,5
95449,FrScA-S216-01,42.0993228,F,4.666666667,4,4.333333333,5,5,4,5,5,5,5,5,4,4
95476,FrScA-S216-02,68.17155756,M,4.1,3.25,3.333333333,4,3,3,5,5,4,5,5,3,4
95485,FrScA-S216-01,36.79458239,F,5,4,3.666666667,5,4,4,5,5,4,4,5,3,5
95504,OcnA-S216-01,42.41541039,F,4.2,4,4.666666667,4,5,3,5,4,5,5,4,4,4
95533,OcnA-S216-01,22.97319933,M,4,4,4.333333333,4,4,4,4,4,5,4,4,4,4
95545,AnPhA-S216-01,72.3008,M,3.2,2.5,3,3,3,2,3,3,3,3,3,3,4
95578,PhysA-S216-01,90.55555556,M,4.1,3.5,2.833333333,5,3,3,5,4,3,4,4,2,3
95594,AnPhA-S216-01,40.4533328,M,4.8,4,4.333333333,5,4,3,5,5,5,5,5,4,4
95601,AnPhA-S216-01,84.4474672,F,4.466666667,3.333333333,4.111111111,5,4,4,5,5,5,4,5,4,5
95618,AnPhA-S216-01,66.7525328,M,4,3.5,4,4,4,3,4,4,4,4,4,4,4
95620,AnPhA-S216-01,72.888,F,4.8,3,3.333333333,4,3,2,5,5,4,4,5,3,5
95621,FrScA-S216-01,95.48532731,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95624,OcnA-S216-02,87.12730318,F,3.9,3,2.666666667,5,3,2,3,4,3,4,4,3,3
95632,FrScA-S216-01,61.8510158,F,3.8,3.25,4.333333333,5,5,5,1,5,5,3,4,4,4
95633,FrScA-S216-01,66.93002257,M,3.8,3,3,4,3,3,3,4,4,3,4,2,4
95634,AnPhA-S216-01,76.5749312,M,5,4,4.666666667,5,4,3,5,5,5,5,5,5,5
95658,BioA-S216-01,82.29946524,M,3.4,2.5,2.666666667,3,2,2,2,4,3,3,4,3,4
95684,FrScA-S216-01,0.902934537,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95707,BioA-S216-01,88.57754011,F,3.6,3.25,2.666666667,2,2,2,2,3,3,4,3,1,2
95725,OcnA-S216-01,68.44053601,F,3.8,3.5,2.666666667,4,3,3,4,4,3,4,4,2,3
95726,FrScA-S216-01,94.58239278,F,3.6,4.333333333,3.666666667,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
95738,OcnA-S216-01,NA,F,4.8,4.25,4.333333333,5,5,5,5,5,4,5,5,4,5
95743,FrScA-S216-01,95.93679458,F,4.4,3.75,4.166666667,5,4,4,4,4,4,4,5,5,5
95770,OcnA-S216-01,91.9681742,F,4,4.5,4,4,4,4,4,4,4,5,4,4,4
95868,OcnA-S216-02,39.41038526,M,2.777777778,2.5,2.333333333,3,2,3,3,2,3,2,3,3,3
95896,FrScA-S216-01,75.50790068,M,5,3.5,4,5,4,3,5,5,4,4,5,4,5
95915,AnPhA-S216-01,74.1874672,F,3.4,3,3,3,3,2,4,4,3,4,4,3,2
95919,AnPhA-S216-02,86.5349328,F,4.8,3.5,3.333333333,5,3,3,5,5,4,4,4,3,5
95919,FrScA-S216-02,94.63882619,F,4.8,3.5,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95921,OcnA-S216-02,80.97822446,F,5,3,4.333333333,5,4,3,5,5,4,3,5,5,5
95923,FrScA-S216-02,89.61625282,F,4.6,4,4,5,5,5,5,5,5,5,5,5,5
95925,FrScA-S216-02,90.74492099,F,4.2,4.5,4.333333333,4,5,4,5,4,4,5,4,4,4
95957,AnPhA-S216-01,67.9248,F,4.6,4.5,4.5,4,4,4,4,5,4,4,4,4,4
95989,FrScA-S216-01,85.44018059,F,3.6,4.5,3,4,3,4,4,3,3,5,4,3,3
95991,FrScA-S216-01,82.39277652,F,4.866666667,4.166666667,4.333333333,4,4,3,5,4,4,5,5,3,5
96027,PhysA-S216-01,74.47916667,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96048,FrScA-S216-04,70.85327314,F,3.8,3.5,4.333333333,4,4,3,4,3,4,4,4,5,4
96082,FrScA-S216-02,52.59593679,F,4,2.5,3,4,2,1,4,4,4,4,4,3,4
96090,PhysA-S216-01,11.02777778,F,5,4,3.333333333,5,3,4,5,5,3,4,5,4,5
96121,OcnA-S216-01,81.28643216,F,3.4,3.5,2,4,2,3,4,4,3,4,3,1,2
96134,FrScA-S216-02,89.72911964,F,4,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96142,FrScA-S216-02,90.85778781,F,4.5,4.25,4.5,4,3,4,4,5,5,4,4,5,5
96189,FrScA-S216-02,88.48758465,M,3,3,3,3,3,2,4,2,3,4,3,3,3
96228,AnPhA-S216-01,91.064,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96280,FrScA-S216-02,81.03837472,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96345,OcnA-S216-01,63.14572864,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96373,OcnA-S216-01,80.27303183,M,5,4.5,4.333333333,5,5,4,5,5,4,5,5,4,5
96374,OcnA-S216-01,77.15242881,F,4.4,4,4,5,4,3,5,5,4,5,5,NA,2
96412,OcnA-S216-01,72.41373534,M,3.8,4,3.333333333,4,3,3,4,4,4,5,4,3,3
96414,FrScA-S216-02,61.62528217,F,4.8,4.5,4,5,4,4,5,4,4,5,5,4,5
96433,FrScA-S216-02,93.4537246,F,4.25,4,3.333333333,5,3,3,4,NA,3,5,4,4,4
96472,PhysA-S216-01,62.20833333,F,5,4,5,5,5,4,5,5,5,4,5,5,5
96590,PhysA-S216-01,15.41666667,F,5,4.75,4.666666667,5,5,5,5,5,5,5,5,5,5
96640,AnPhA-S216-01,6.336,F,4.6,3.5,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96671,OcnA-S216-01,32.7001675,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96677,AnPhA-S216-01,5.2,F,4,3.5,4,4,4,3,4,4,4,4,4,4,4
96680,AnPhA-S216-01,52.5504,F,4.4,4,4.333333333,5,4,3,5,4,5,5,4,4,4
96689,OcnA-S216-01,82.66834171,F,4,3,3,4,3,3,4,4,3,3,4,3,4
96690,AnPhA-S216-01,64.8128,F,3.8,2.5,3.333333333,4,3,2,5,4,4,3,4,3,2
96720,AnPhA-S216-01,7.88,F,4.8,4.5,5,5,5,4,4,5,5,5,5,5,5
96756,OcnA-S216-01,91.13902848,F,4,3,2.666666667,4,3,3,4,3,3,3,4,2,5
96769,FrScA-S216-02,59.59367946,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96808,PhysA-S216-01,93.75,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96826,AnPhA-S216-02,88.408,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96841,FrScA-S216-02,92.55079007,F,4.6,3.5,3.833333333,5,5,4,4,4,4,4,5,3,4
96853,AnPhA-S216-01,85.4277328,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96854,AnPhA-S216-01,85.1189328,F,4.3,4.5,3.5,4,4,5,5,4,3,5,4,3,4
96856,OcnA-S216-01,13.02847571,M,4,3.25,3.833333333,4,3,3,4,4,4,3,4,4,4
96867,PhysA-S216-01,90.625,F,4,3,4,4,4,3,4,4,4,NA,4,4,4
96871,AnPhA-S216-02,81.1482656,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96950,BioA-S216-01,91.81818182,F,4.222222222,3,3.5,4,3,2,4,4,3,4,4,3,2
96959,AnPhA-S216-01,67.6608,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96994,AnPhA-S216-01,86.8074672,F,4,3.5,4.666666667,4,5,3,4,4,5,4,4,4,4
97006,OcnA-S216-01,68.15075377,F,4.8,5,3.666666667,5,4,5,5,5,4,5,5,3,4
97150,PhysA-S216-01,62.54861111,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97265,PhysA-S216-01,84.56944444,F,3.8,3.5,4,4,4,3,4,3,4,4,4,4,4
97272,OcnA-S216-01,84.23953247,F,4.4,3,5,5,5,3,5,4,5,3,5,5,3
97374,BioA-S216-01,12.35294118,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97386,BioA-S216-01,54.15828877,F,3.8,3,3.666666667,4,4,3,4,4,4,3,4,3,3
97441,FrScA-S216-02,23.13769752,F,4.4,4,2,4,2,3,5,4,2,5,5,2,4
