course_id,student_id,gradebook_item,grade_category,points_possible,points_earned
FrScA-S216-01,89465,0-1.3: Intro Assignment - Submitting Files,Hw,10,8
FrScA-S216-01,89465,1-1.1: Lesson 1-1 Graphic Organizer,Hw,5,NA
FrScA-S216-01,89465,1-2.1: Explore a Career Assignment,Hw,10,10
FrScA-S216-01,89465,1-2.2: Explore a Career DB #2,Hw,10,10
FrScA-S216-01,89465,PROGRESS CHECK 1 @ 02-18-16,NA,5,4
FrScA-S216-01,89465,1-2.3: Lesson 1-2 Graphic Organizer,Hw,5,5
FrScA-S216-01,89465,Unit 1 Assessment,Qz,10,NA
FrScA-S216-01,89465,2-1.1: Crime Scene DB #3,Hw,30,30
FrScA-S216-01,89465,2-2.1: Evidence Collection DB #4,Hw,30,19
FrScA-S216-01,89465,2-3.1: Hair Analysis Lab,Hw,10,5.72
FrScA-S216-01,89465,2-3: Discussion,Hw,28,NA
FrScA-S216-01,89465,Unit 2 Assessment,Qz,15,14
FrScA-S216-01,89465,3-1.1: BrainPop Periodic Table of the Elements,NA,30,25
FrScA-S216-01,89465,3-1.2: Periodic Table of the Elements Lab,Hw,5,5
FrScA-S216-01,89465,3-2.1: pH Analysis Lab,Hw,10,8
FrScA-S216-01,89465,3-3.1: Drug Analysis and Toxicology DB #5,Hw,10,10
FrScA-S216-01,89465,PROGRESS CHECK 2 @ 03-16-16,NA,30,22.13
FrScA-S216-01,89465,3-4.1: A Very Cold Case DB #6,Hw,5,5
FrScA-S216-01,89465,3-4.2: Mystery Powder Lab,Hw,10,10
FrScA-S216-01,89465,Unit 3 Assessment,Qz,30,26
FrScA-S216-01,89465,4-1.1: Compare/Contrast Microscopes Assignment,Hw,10,5
FrScA-S216-01,89465,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,5,5
FrScA-S216-01,89465,Unit 4 Assessment,Qz,235,219.63
FrScA-S216-01,89465,5-1.1: BrainPop Video on DNA,NA,10,8
FrScA-S216-01,89465,5-1.2: DNA DB #7,Hw,5,5
FrScA-S216-01,89465,PROGRESS CHECK 3 @ 04-19-16,NA,10,6
FrScA-S216-01,89465,5-2.1: DNA Lab,Hw,10,NA
FrScA-S216-01,89465,Unit 5 Assessment,Qz,5,NA
FrScA-S216-01,89465,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,20,20
FrScA-S216-01,89465,6-2.1: Fingerprint Analysis Assignment,Hw,10,10
FrScA-S216-01,89465,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,5,4
FrScA-S216-01,89465,Unit 6 Assessment,Qz,10,10
FrScA-S216-01,89465,7-1.1: Can You Identify a Forgery? Assignment,Hw,10,10
FrScA-S216-01,89465,7-2.1: Questioned Documents Case Studies DB #9,Hw,20,NA
FrScA-S216-01,89465,7-2.2: Handwriting Analysis,Hw,220,184.78
FrScA-S216-01,89465,PROGRESS CHECK 4 @ 05-16-16,NA,10,10
FrScA-S216-01,89465,7-3.1: TWEAS Case DB #10,Hw,20,18
FrScA-S216-01,89465,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,10,9
FrScA-S216-01,89465,Unit 7 Assessment,Qz,5,NA
FrScA-S216-01,89465,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,5,5
FrScA-S216-01,89465,POINTS EARNED & TOTAL COURSE POINTS,NA,5,5
FrScA-S216-01,90029,POINTS EARNED & TOTAL COURSE POINTS,NA,10,5.5
FrScA-S216-01,90029,WORK ATTEMPTED,NA,10,10
FrScA-S216-01,90029,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,NA
FrScA-S216-01,90029,0-1.2: Intro Assignment - DB #1,Hw,10,10
FrScA-S216-01,90029,0-1.3: Intro Assignment - Submitting Files,Hw,5,5
FrScA-S216-01,90029,1-1.1: Lesson 1-1 Graphic Organizer,Hw,15,1
FrScA-S216-01,90029,1-2.1: Explore a Career Assignment,Hw,10,9
FrScA-S216-01,90029,1-2.2: Explore a Career DB #2,Hw,30,22
FrScA-S216-01,90029,PROGRESS CHECK 1 @ 02-18-16,NA,80,71.95
FrScA-S216-01,90029,1-2.3: Lesson 1-2 Graphic Organizer,Hw,24,10
FrScA-S216-01,90029,Unit 1 Assessment,Qz,10,9.5
FrScA-S216-01,90029,2-1.1: Crime Scene DB #3,Hw,10,9.5
FrScA-S216-01,90029,2-2.1: Evidence Collection DB #4,Hw,10,9.63
FrScA-S216-01,90029,2-3.1: Hair Analysis Lab,Hw,55,44
FrScA-S216-01,90029,2-3: Discussion,Hw,30,25
FrScA-S216-01,90029,Unit 2 Assessment,Qz,5,5
FrScA-S216-01,90029,3-1.1: BrainPop Periodic Table of the Elements,NA,10,10
FrScA-S216-01,90029,3-1.2: Periodic Table of the Elements Lab,Hw,10,10
FrScA-S216-01,90029,3-2.1: pH Analysis Lab,Hw,10,10
FrScA-S216-01,90029,3-3.1: Drug Analysis and Toxicology DB #5,Hw,5,NA
FrScA-S216-01,90029,PROGRESS CHECK 2 @ 03-16-16,NA,10,10
FrScA-S216-01,90029,3-4.1: A Very Cold Case DB #6,Hw,5,5
FrScA-S216-01,90029,3-4.2: Mystery Powder Lab,Hw,10,NA
FrScA-S216-01,90029,Unit 3 Assessment,Qz,465,222.49333
FrScA-S216-01,90029,4-1.1: Compare/Contrast Microscopes Assignment,Hw,10,10
FrScA-S216-01,90029,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,345,337
FrScA-S216-01,90029,Unit 4 Assessment,Qz,5,3.75
FrScA-S216-01,90029,5-1.1: BrainPop Video on DNA,NA,10,10
FrScA-S216-01,90029,5-1.2: DNA DB #7,Hw,10,10
FrScA-S216-01,90029,PROGRESS CHECK 3 @ 04-19-16,NA,30,18
FrScA-S216-01,90029,5-2.1: DNA Lab,Hw,10,10
FrScA-S216-01,90029,Unit 5 Assessment,Qz,10,8.65
FrScA-S216-01,90029,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,10,10
FrScA-S216-01,90029,6-2.1: Fingerprint Analysis Assignment,Hw,10,8
FrScA-S216-01,90029,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,10,9.13
FrScA-S216-01,90029,Unit 6 Assessment,Qz,5,5
FrScA-S216-01,90029,7-1.1: Can You Identify a Forgery? Assignment,Hw,5,5
FrScA-S216-01,90029,7-2.1: Questioned Documents Case Studies DB #9,Hw,10,NA
FrScA-S216-01,90029,7-2.2: Handwriting Analysis,Hw,5,5
FrScA-S216-01,90029,PROGRESS CHECK 4 @ 05-16-16,NA,244,234
FrScA-S216-01,90029,7-3.1: TWEAS Case DB #10,Hw,625,600.13
FrScA-S216-01,90029,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,100,54.75
FrScA-S216-01,90029,Unit 7 Assessment,Qz,10,10
FrScA-S216-01,90029,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,5,5
FrScA-S216-01,90029,POINTS EARNED & TOTAL COURSE POINTS,NA,10,10
FrScA-S216-01,90277,POINTS EARNED & TOTAL COURSE POINTS,NA,5,4
FrScA-S216-01,90277,WORK ATTEMPTED,NA,10,1
FrScA-S216-01,90277,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,8
FrScA-S216-01,90277,0-1.2: Intro Assignment - DB #1,Hw,75,65
FrScA-S216-01,90277,0-1.3: Intro Assignment - Submitting Files,Hw,20,16
FrScA-S216-01,90277,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,10
FrScA-S216-01,90277,1-2.1: Explore a Career Assignment,Hw,10,NA
FrScA-S216-01,90277,1-2.2: Explore a Career DB #2,Hw,10,8.4
FrScA-S216-01,90277,PROGRESS CHECK 1 @ 02-18-16,NA,5,3
FrScA-S216-01,90277,1-2.3: Lesson 1-2 Graphic Organizer,Hw,15,11
FrScA-S216-01,90277,Unit 1 Assessment,Qz,30,24
FrScA-S216-01,90277,2-1.1: Crime Scene DB #3,Hw,5,5
FrScA-S216-01,90277,2-2.1: Evidence Collection DB #4,Hw,10,8
FrScA-S216-01,90277,2-3.1: Hair Analysis Lab,Hw,720,674.05
FrScA-S216-01,90277,2-3: Discussion,Hw,20,NA
FrScA-S216-01,90277,Unit 2 Assessment,Qz,10,10
FrScA-S216-01,90277,3-1.1: BrainPop Periodic Table of the Elements,NA,5,5
FrScA-S216-01,90277,3-1.2: Periodic Table of the Elements Lab,Hw,597,577.88
FrScA-S216-01,90277,3-2.1: pH Analysis Lab,Hw,12,12
FrScA-S216-01,90277,3-3.1: Drug Analysis and Toxicology DB #5,Hw,30,14.25
FrScA-S216-01,90277,PROGRESS CHECK 2 @ 03-16-16,NA,10,10
FrScA-S216-01,90277,3-4.1: A Very Cold Case DB #6,Hw,10,7.97
FrScA-S216-01,90277,3-4.2: Mystery Powder Lab,Hw,15,NA
FrScA-S216-01,90277,Unit 3 Assessment,Qz,145,20
FrScA-S216-01,90277,4-1.1: Compare/Contrast Microscopes Assignment,Hw,10,6
FrScA-S216-01,90277,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,10,10
FrScA-S216-01,90277,Unit 4 Assessment,Qz,10,9
FrScA-S216-01,90277,5-1.1: BrainPop Video on DNA,NA,10,8
FrScA-S216-01,90277,5-1.2: DNA DB #7,Hw,475,28
FrScA-S216-01,90277,PROGRESS CHECK 3 @ 04-19-16,NA,5,NA
FrScA-S216-01,90277,5-2.1: DNA Lab,Hw,5,NA
FrScA-S216-01,90277,Unit 5 Assessment,Qz,15,NA
FrScA-S216-01,90277,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,597,102.82
FrScA-S216-01,90277,6-2.1: Fingerprint Analysis Assignment,Hw,30,30
FrScA-S216-01,90277,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,15,13
FrScA-S216-01,90277,Unit 6 Assessment,Qz,10,10
FrScA-S216-01,90277,7-1.1: Can You Identify a Forgery? Assignment,Hw,244,224
FrScA-S216-01,90277,7-2.1: Questioned Documents Case Studies DB #9,Hw,5,3
FrScA-S216-01,90277,7-2.2: Handwriting Analysis,Hw,15,NA
FrScA-S216-01,90277,PROGRESS CHECK 4 @ 05-16-16,NA,145,112
FrScA-S216-01,90277,7-3.1: TWEAS Case DB #10,Hw,10,10
FrScA-S216-01,90277,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,30,30
FrScA-S216-01,90277,Unit 7 Assessment,Qz,30,26
FrScA-S216-01,90277,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,5,4
FrScA-S216-01,90277,POINTS EARNED & TOTAL COURSE POINTS,NA,5,5
FrScA-S216-01,90394,POINTS EARNED & TOTAL COURSE POINTS,NA,5,NA
FrScA-S216-01,90394,WORK ATTEMPTED,NA,10,7
FrScA-S216-01,90394,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,5,5
FrScA-S216-01,90394,0-1.2: Intro Assignment - DB #1,Hw,10,9.5
FrScA-S216-01,90394,0-1.3: Intro Assignment - Submitting Files,Hw,30,26
FrScA-S216-01,90394,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,9
FrScA-S216-01,90394,1-2.1: Explore a Career Assignment,Hw,10,NA
FrScA-S216-01,90394,1-2.2: Explore a Career DB #2,Hw,5,5
FrScA-S216-01,90394,PROGRESS CHECK 1 @ 02-18-16,NA,10,10
FrScA-S216-01,90394,1-2.3: Lesson 1-2 Graphic Organizer,Hw,10,NA
FrScA-S216-01,90394,Unit 1 Assessment,Qz,10,10
FrScA-S216-01,90394,2-1.1: Crime Scene DB #3,Hw,10,9
FrScA-S216-01,90394,2-2.1: Evidence Collection DB #4,Hw,20,20
FrScA-S216-01,90394,2-3.1: Hair Analysis Lab,Hw,10,2.5
FrScA-S216-01,90394,2-3: Discussion,Hw,235,188.13
FrScA-S216-01,90394,Unit 2 Assessment,Qz,5,NA
FrScA-S216-01,90394,3-1.1: BrainPop Periodic Table of the Elements,NA,10,10
FrScA-S216-01,90394,3-1.2: Periodic Table of the Elements Lab,Hw,30,NA
FrScA-S216-01,90394,3-2.1: pH Analysis Lab,Hw,5,5
FrScA-S216-01,90394,3-3.1: Drug Analysis and Toxicology DB #5,Hw,24,20
FrScA-S216-01,90394,PROGRESS CHECK 2 @ 03-16-16,NA,10,9
FrScA-S216-01,90394,3-4.1: A Very Cold Case DB #6,Hw,20,NA
FrScA-S216-01,90394,3-4.2: Mystery Powder Lab,Hw,12,8
FrScA-S216-01,90394,Unit 3 Assessment,Qz,24,16
FrScA-S216-01,90394,4-1.1: Compare/Contrast Microscopes Assignment,Hw,30,NA
FrScA-S216-01,90394,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,30,27
FrScA-S216-01,90394,Unit 4 Assessment,Qz,30,30
FrScA-S216-01,90394,5-1.1: BrainPop Video on DNA,NA,10,9
FrScA-S216-01,90394,5-1.2: DNA DB #7,Hw,15,14
FrScA-S216-01,90394,PROGRESS CHECK 3 @ 04-19-16,NA,10,9
FrScA-S216-01,90394,5-2.1: DNA Lab,Hw,10,10
FrScA-S216-01,90394,Unit 5 Assessment,Qz,30,30
FrScA-S216-01,90394,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,37,37
FrScA-S216-01,90394,6-2.1: Fingerprint Analysis Assignment,Hw,20,20
FrScA-S216-01,90394,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,10,10
FrScA-S216-01,90394,Unit 6 Assessment,Qz,10,8
FrScA-S216-01,90394,7-1.1: Can You Identify a Forgery? Assignment,Hw,10,NA
FrScA-S216-01,90394,7-2.1: Questioned Documents Case Studies DB #9,Hw,5,4
FrScA-S216-01,90394,7-2.2: Handwriting Analysis,Hw,12,NA
FrScA-S216-01,90394,PROGRESS CHECK 4 @ 05-16-16,NA,10,10
FrScA-S216-01,90394,7-3.1: TWEAS Case DB #10,Hw,10,8.95
FrScA-S216-01,90394,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,10,10
FrScA-S216-01,90394,Unit 7 Assessment,Qz,5,5
FrScA-S216-01,90394,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,585,507.17666
FrScA-S216-01,90394,POINTS EARNED & TOTAL COURSE POINTS,NA,50,42
FrScA-S216-01,90622,POINTS EARNED & TOTAL COURSE POINTS,NA,5,5
FrScA-S216-01,90622,WORK ATTEMPTED,NA,5,5
FrScA-S216-01,90622,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,10
FrScA-S216-01,90622,0-1.2: Intro Assignment - DB #1,Hw,10,NA
FrScA-S216-01,90622,0-1.3: Intro Assignment - Submitting Files,Hw,720,30
FrScA-S216-01,90622,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,10
FrScA-S216-01,90622,1-2.1: Explore a Career Assignment,Hw,5,5
FrScA-S216-01,90622,1-2.2: Explore a Career DB #2,Hw,10,5.5
FrScA-S216-01,90622,PROGRESS CHECK 1 @ 02-18-16,NA,10,10
FrScA-S216-01,90622,1-2.3: Lesson 1-2 Graphic Organizer,Hw,5,3.55
FrScA-S216-01,90622,Unit 1 Assessment,Qz,10,6
FrScA-S216-01,90622,2-1.1: Crime Scene DB #3,Hw,5,5
FrScA-S216-01,90622,2-2.1: Evidence Collection DB #4,Hw,60,55.95
FrScA-S216-01,90622,2-3.1: Hair Analysis Lab,Hw,10,10
FrScA-S216-01,90622,2-3: Discussion,Hw,125,110
FrScA-S216-01,90622,Unit 2 Assessment,Qz,10,10
FrScA-S216-01,90622,3-1.1: BrainPop Periodic Table of the Elements,NA,10,10
FrScA-S216-01,90622,3-1.2: Periodic Table of the Elements Lab,Hw,5,4
FrScA-S216-01,90622,3-2.1: pH Analysis Lab,Hw,10,10
FrScA-S216-01,90622,3-3.1: Drug Analysis and Toxicology DB #5,Hw,5,4
FrScA-S216-01,90622,PROGRESS CHECK 2 @ 03-16-16,NA,12,12
FrScA-S216-01,90622,3-4.1: A Very Cold Case DB #6,Hw,12,12
FrScA-S216-01,90622,3-4.2: Mystery Powder Lab,Hw,10,10
FrScA-S216-01,90622,Unit 3 Assessment,Qz,10,10
FrScA-S216-01,90622,4-1.1: Compare/Contrast Microscopes Assignment,Hw,10,9
FrScA-S216-01,90622,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,10,10
FrScA-S216-01,90622,Unit 4 Assessment,Qz,10,6
FrScA-S216-01,90622,5-1.1: BrainPop Video on DNA,NA,30,28
FrScA-S216-01,90622,5-1.2: DNA DB #7,Hw,10,10
FrScA-S216-01,90622,PROGRESS CHECK 3 @ 04-19-16,NA,10,8
FrScA-S216-01,90622,5-2.1: DNA Lab,Hw,5,4
FrScA-S216-01,90622,Unit 5 Assessment,Qz,10,10
FrScA-S216-01,90622,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,30,28.88
FrScA-S216-01,90622,6-2.1: Fingerprint Analysis Assignment,Hw,10,10
FrScA-S216-01,90622,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,20,16
FrScA-S216-01,90622,Unit 6 Assessment,Qz,10,NA
FrScA-S216-01,90622,7-1.1: Can You Identify a Forgery? Assignment,Hw,10,8
FrScA-S216-01,90622,7-2.1: Questioned Documents Case Studies DB #9,Hw,20,18
FrScA-S216-01,90622,7-2.2: Handwriting Analysis,Hw,10,4
FrScA-S216-01,90622,PROGRESS CHECK 4 @ 05-16-16,NA,5,3
FrScA-S216-01,90622,7-3.1: TWEAS Case DB #10,Hw,10,10
FrScA-S216-01,90622,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,235,220
FrScA-S216-01,90622,Unit 7 Assessment,Qz,10,7
FrScA-S216-01,90622,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,15,15
FrScA-S216-01,90622,POINTS EARNED & TOTAL COURSE POINTS,NA,10,10
FrScA-S216-01,90636,POINTS EARNED & TOTAL COURSE POINTS,NA,10,10
FrScA-S216-01,90636,WORK ATTEMPTED,NA,10,10
FrScA-S216-01,90636,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,10
FrScA-S216-01,90636,0-1.2: Intro Assignment - DB #1,Hw,10,NA
FrScA-S216-01,90636,0-1.3: Intro Assignment - Submitting Files,Hw,10,10
FrScA-S216-01,90636,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,NA
FrScA-S216-01,90636,1-2.1: Explore a Career Assignment,Hw,10,10
FrScA-S216-01,90636,1-2.2: Explore a Career DB #2,Hw,10,8.4
FrScA-S216-01,90636,PROGRESS CHECK 1 @ 02-18-16,NA,10,8
FrScA-S216-01,90636,1-2.3: Lesson 1-2 Graphic Organizer,Hw,15,11
FrScA-S216-01,90636,Unit 1 Assessment,Qz,5,NA
FrScA-S216-01,90636,2-1.1: Crime Scene DB #3,Hw,10,10
FrScA-S216-01,90636,2-2.1: Evidence Collection DB #4,Hw,10,6
FrScA-S216-01,90636,2-3.1: Hair Analysis Lab,Hw,10,NA
FrScA-S216-01,90636,2-3: Discussion,Hw,10,NA
FrScA-S216-01,90636,Unit 2 Assessment,Qz,10,NA
FrScA-S216-01,90636,3-1.1: BrainPop Periodic Table of the Elements,NA,660,557.5
FrScA-S216-01,90636,3-1.2: Periodic Table of the Elements Lab,Hw,10,8
FrScA-S216-01,90636,3-2.1: pH Analysis Lab,Hw,105,69.06
FrScA-S216-01,90636,3-3.1: Drug Analysis and Toxicology DB #5,Hw,24,10
FrScA-S216-01,90636,PROGRESS CHECK 2 @ 03-16-16,NA,10,8
FrScA-S216-01,90636,3-4.1: A Very Cold Case DB #6,Hw,30,15.97
FrScA-S216-01,90636,3-4.2: Mystery Powder Lab,Hw,5,4.5
FrScA-S216-01,90636,Unit 3 Assessment,Qz,5,10
FrScA-S216-01,90636,4-1.1: Compare/Contrast Microscopes Assignment,Hw,24,18
FrScA-S216-01,90636,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,5,4.5
FrScA-S216-01,90636,Unit 4 Assessment,Qz,345,261.06
FrScA-S216-01,90636,5-1.1: BrainPop Video on DNA,NA,10,1
FrScA-S216-01,90636,5-1.2: DNA DB #7,Hw,24,16
FrScA-S216-01,90636,PROGRESS CHECK 3 @ 04-19-16,NA,5,5
FrScA-S216-01,90636,5-2.1: DNA Lab,Hw,10,10
FrScA-S216-01,90636,Unit 5 Assessment,Qz,24,18
FrScA-S216-01,90636,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,10,4
FrScA-S216-01,90636,6-2.1: Fingerprint Analysis Assignment,Hw,10,NA
FrScA-S216-01,90636,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,249,205.5
FrScA-S216-01,90636,Unit 6 Assessment,Qz,5,5
FrScA-S216-01,90636,7-1.1: Can You Identify a Forgery? Assignment,Hw,10,0
FrScA-S216-01,90636,7-2.1: Questioned Documents Case Studies DB #9,Hw,522,387.18
FrScA-S216-01,90636,7-2.2: Handwriting Analysis,Hw,10,10
FrScA-S216-01,90636,PROGRESS CHECK 4 @ 05-16-16,NA,10,10
FrScA-S216-01,90636,7-3.1: TWEAS Case DB #10,Hw,537,504.59
FrScA-S216-01,90636,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,20,16
FrScA-S216-01,90636,Unit 7 Assessment,Qz,5,5
FrScA-S216-01,90636,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,5,5
FrScA-S216-01,90636,POINTS EARNED & TOTAL COURSE POINTS,NA,10,NA
FrScA-S216-01,90989,POINTS EARNED & TOTAL COURSE POINTS,NA,24,16
FrScA-S216-01,90989,WORK ATTEMPTED,NA,10,10
FrScA-S216-01,90989,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,10
FrScA-S216-01,90989,0-1.2: Intro Assignment - DB #1,Hw,5,NA
FrScA-S216-01,90989,0-1.3: Intro Assignment - Submitting Files,Hw,28,26
FrScA-S216-01,90989,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,10
FrScA-S216-01,90989,1-2.1: Explore a Career Assignment,Hw,30,30
FrScA-S216-01,90989,1-2.2: Explore a Career DB #2,Hw,5,3
FrScA-S216-01,90989,PROGRESS CHECK 1 @ 02-18-16,NA,10,10
FrScA-S216-01,90989,1-2.3: Lesson 1-2 Graphic Organizer,Hw,10,9
FrScA-S216-01,90989,Unit 1 Assessment,Qz,10,10
FrScA-S216-01,90989,2-1.1: Crime Scene DB #3,Hw,5,4
FrScA-S216-01,90989,2-2.1: Evidence Collection DB #4,Hw,438,402
FrScA-S216-01,90989,2-3.1: Hair Analysis Lab,Hw,5,5
FrScA-S216-01,90989,2-3: Discussion,Hw,457,404.68
FrScA-S216-01,90989,Unit 2 Assessment,Qz,10,9
FrScA-S216-01,90989,3-1.1: BrainPop Periodic Table of the Elements,NA,5,4
FrScA-S216-01,90989,3-1.2: Periodic Table of the Elements Lab,Hw,465,32.5
FrScA-S216-01,90989,3-2.1: pH Analysis Lab,Hw,10,10
FrScA-S216-01,90989,3-3.1: Drug Analysis and Toxicology DB #5,Hw,438,376.13
FrScA-S216-01,90989,PROGRESS CHECK 2 @ 03-16-16,NA,15,15
FrScA-S216-01,90989,3-4.1: A Very Cold Case DB #6,Hw,30,25
FrScA-S216-01,90989,3-4.2: Mystery Powder Lab,Hw,5,5
FrScA-S216-01,90989,Unit 3 Assessment,Qz,720,713
FrScA-S216-01,90989,4-1.1: Compare/Contrast Microscopes Assignment,Hw,15,14
FrScA-S216-01,90989,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,353,329
FrScA-S216-01,90989,Unit 4 Assessment,Qz,10,10
FrScA-S216-01,90989,5-1.1: BrainPop Video on DNA,NA,12,12
FrScA-S216-01,90989,5-1.2: DNA DB #7,Hw,237,166.65
FrScA-S216-01,90989,PROGRESS CHECK 3 @ 04-19-16,NA,10,8.5
FrScA-S216-01,90989,5-2.1: DNA Lab,Hw,30,23.7
FrScA-S216-01,90989,Unit 5 Assessment,Qz,140,128
FrScA-S216-01,90989,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,5,NA
FrScA-S216-01,90989,6-2.1: Fingerprint Analysis Assignment,Hw,438,418
FrScA-S216-01,90989,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,30,22
FrScA-S216-01,90989,Unit 6 Assessment,Qz,10,NA
FrScA-S216-01,90989,7-1.1: Can You Identify a Forgery? Assignment,Hw,345,337.13
FrScA-S216-01,90989,7-2.1: Questioned Documents Case Studies DB #9,Hw,10,8
FrScA-S216-01,90989,7-2.2: Handwriting Analysis,Hw,10,9
FrScA-S216-01,90989,PROGRESS CHECK 4 @ 05-16-16,NA,5,5
FrScA-S216-01,90989,7-3.1: TWEAS Case DB #10,Hw,5,NA
FrScA-S216-01,90989,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,5,5
FrScA-S216-01,90989,Unit 7 Assessment,Qz,10,8
FrScA-S216-01,90989,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,10,NA
FrScA-S216-01,90989,POINTS EARNED & TOTAL COURSE POINTS,NA,10,8.5
FrScA-S216-01,91212,POINTS EARNED & TOTAL COURSE POINTS,NA,30,12
FrScA-S216-01,91212,WORK ATTEMPTED,NA,30,27
FrScA-S216-01,91212,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,10
FrScA-S216-01,91212,0-1.2: Intro Assignment - DB #1,Hw,10,NA
FrScA-S216-01,91212,0-1.3: Intro Assignment - Submitting Files,Hw,28,22
FrScA-S216-01,91212,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,NA
FrScA-S216-01,91212,1-2.1: Explore a Career Assignment,Hw,10,NA
FrScA-S216-01,91212,1-2.2: Explore a Career DB #2,Hw,635,528.63
FrScA-S216-01,91212,PROGRESS CHECK 1 @ 02-18-16,NA,10,10
FrScA-S216-01,91212,1-2.3: Lesson 1-2 Graphic Organizer,Hw,30,NA
FrScA-S216-01,91212,Unit 1 Assessment,Qz,5,3
FrScA-S216-01,91212,2-1.1: Crime Scene DB #3,Hw,10,10
FrScA-S216-01,91212,2-2.1: Evidence Collection DB #4,Hw,5,3
FrScA-S216-01,91212,2-3.1: Hair Analysis Lab,Hw,10,7.5
FrScA-S216-01,91212,2-3: Discussion,Hw,5,4
FrScA-S216-01,91212,Unit 2 Assessment,Qz,5,NA
FrScA-S216-01,91212,3-1.1: BrainPop Periodic Table of the Elements,NA,20,20
FrScA-S216-01,91212,3-1.2: Periodic Table of the Elements Lab,Hw,625,488.94
FrScA-S216-01,91212,3-2.1: pH Analysis Lab,Hw,30,27
FrScA-S216-01,91212,3-3.1: Drug Analysis and Toxicology DB #5,Hw,597,488.66
FrScA-S216-01,91212,PROGRESS CHECK 2 @ 03-16-16,NA,5,5
FrScA-S216-01,91212,3-4.1: A Very Cold Case DB #6,Hw,5,5
FrScA-S216-01,91212,3-4.2: Mystery Powder Lab,Hw,625,510.92667
FrScA-S216-01,91212,Unit 3 Assessment,Qz,597,479.23
FrScA-S216-01,91212,4-1.1: Compare/Contrast Microscopes Assignment,Hw,10,5
FrScA-S216-01,91212,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,10,9
FrScA-S216-01,91212,Unit 4 Assessment,Qz,345,345
FrScA-S216-01,91212,5-1.1: BrainPop Video on DNA,NA,10,10
FrScA-S216-01,91212,5-1.2: DNA DB #7,Hw,10,8.63
FrScA-S216-01,91212,PROGRESS CHECK 3 @ 04-19-16,NA,10,9.25
FrScA-S216-01,91212,5-2.1: DNA Lab,Hw,5,NA
FrScA-S216-01,91212,Unit 5 Assessment,Qz,30,25.13
FrScA-S216-01,91212,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,5,5
FrScA-S216-01,91212,6-2.1: Fingerprint Analysis Assignment,Hw,37,25
