course_id,student_id,gradebook_item,points_possible,points_earned
FrScA-S216-01,86515,POINTS EARNED & TOTAL COURSE POINTS,32,23
FrScA-S216-01,86836,POINTS EARNED & TOTAL COURSE POINTS,10,0
FrScA-S216-01,86836,WORK ATTEMPTED,10,8
FrScA-S216-01,86836,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,NA
FrScA-S216-01,86836,0-1.2: Intro Assignment - DB #1,50,NA
FrScA-S216-01,86836,0-1.3: Intro Assignment - Submitting Files,10,9
FrScA-S216-01,86836,1-1.1: Lesson 1-1 Graphic Organizer,10,9.25
FrScA-S216-01,86836,1-2.1: Explore a Career Assignment,5,5
FrScA-S216-01,86836,1-2.2: Explore a Career DB #2,30,NA
FrScA-S216-01,86836,PROGRESS CHECK 1 @ 02-18-16,10,2
FrScA-S216-01,86836,1-2.3: Lesson 1-2 Graphic Organizer,597,436.43
FrScA-S216-01,86836,Unit 1 Assessment,443,398
FrScA-S216-01,86836,2-1.1: Crime Scene DB #3,10,10
FrScA-S216-01,86836,2-2.1: Evidence Collection DB #4,10,10
FrScA-S216-01,86836,2-3.1: Hair Analysis Lab,5,4.75
FrScA-S216-01,86836,2-3: Discussion,24,14
FrScA-S216-01,86836,Unit 2 Assessment,15,14
FrScA-S216-01,86836,3-1.1: BrainPop Periodic Table of the Elements,443,417
FrScA-S216-01,86836,3-1.2: Periodic Table of the Elements Lab,5,5
FrScA-S216-01,86836,3-2.1: pH Analysis Lab,10,NA
FrScA-S216-01,86836,3-3.1: Drug Analysis and Toxicology DB #5,10,NA
FrScA-S216-01,86836,PROGRESS CHECK 2 @ 03-16-16,10,10
FrScA-S216-01,86836,3-4.1: A Very Cold Case DB #6,10,10
FrScA-S216-01,86836,3-4.2: Mystery Powder Lab,625,422.88
FrScA-S216-01,86836,Unit 3 Assessment,5,4
FrScA-S216-01,86836,4-1.1: Compare/Contrast Microscopes Assignment,353,341.25
FrScA-S216-01,86836,4-2.1: Summary of the Case of Karyn Slover Assignment,10,8
FrScA-S216-01,86836,Unit 4 Assessment,28,26
FrScA-S216-01,86836,5-1.1: BrainPop Video on DNA,10,9.75
FrScA-S216-01,86836,5-1.2: DNA DB #7,443,412.75
FrScA-S216-01,86836,PROGRESS CHECK 3 @ 04-19-16,10,NA
FrScA-S216-01,86836,5-2.1: DNA Lab,15,13
FrScA-S216-01,86836,Unit 5 Assessment,10,10
FrScA-S216-01,86836,6-1.1: History of Fingerprinting and the Application to Solving Crimes,37,18
FrScA-S216-01,86836,6-2.1: Fingerprint Analysis Assignment,15,NA
FrScA-S216-01,86836,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,28,18
FrScA-S216-01,86836,Unit 6 Assessment,10,10
FrScA-S216-01,86836,7-1.1: Can You Identify a Forgery? Assignment,10,10
FrScA-S216-01,86836,7-2.1: Questioned Documents Case Studies DB #9,10,NA
FrScA-S216-01,86836,7-2.2: Handwriting Analysis,935,858.5
FrScA-S216-01,86836,PROGRESS CHECK 4 @ 05-16-16,10,6
FrScA-S216-01,86836,7-3.1: TWEAS Case DB #10,5,10
FrScA-S216-01,86836,7-3.2: TWEAS Case Ð Solve the Crime Assignment,10,10
FrScA-S216-01,86836,Unit 7 Assessment,15,12
FrScA-S216-01,86836,8-1.1: The Final Case Ð Solve the Crime Assignment,5,3
FrScA-S216-01,86836,POINTS EARNED & TOTAL COURSE POINTS,10,NA
FrScA-S216-01,87020,POINTS EARNED & TOTAL COURSE POINTS,5,5
FrScA-S216-01,87020,WORK ATTEMPTED,10,NA
FrScA-S216-01,87020,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,5
FrScA-S216-01,87020,0-1.2: Intro Assignment - DB #1,10,10
FrScA-S216-01,87020,0-1.3: Intro Assignment - Submitting Files,10,8
FrScA-S216-01,87020,1-1.1: Lesson 1-1 Graphic Organizer,5,NA
FrScA-S216-01,87020,1-2.1: Explore a Career Assignment,5,5
FrScA-S216-01,87020,1-2.2: Explore a Career DB #2,50,NA
FrScA-S216-01,87020,PROGRESS CHECK 1 @ 02-18-16,10,8.5
FrScA-S216-01,87020,1-2.3: Lesson 1-2 Graphic Organizer,5,4
FrScA-S216-01,87020,Unit 1 Assessment,5,NA
FrScA-S216-01,87020,2-1.1: Crime Scene DB #3,353,244.88
FrScA-S216-01,87020,2-2.1: Evidence Collection DB #4,597,436.28
FrScA-S216-01,87020,2-3.1: Hair Analysis Lab,5,5
FrScA-S216-01,87020,2-3: Discussion,10,NA
FrScA-S216-01,87020,Unit 2 Assessment,37,37
FrScA-S216-01,87020,3-1.1: BrainPop Periodic Table of the Elements,15,15
FrScA-S216-01,87020,3-1.2: Periodic Table of the Elements Lab,10,NA
FrScA-S216-01,87020,3-2.1: pH Analysis Lab,15,15
FrScA-S216-01,87020,3-3.1: Drug Analysis and Toxicology DB #5,15,12
FrScA-S216-01,87020,PROGRESS CHECK 2 @ 03-16-16,438,407
FrScA-S216-01,87020,3-4.1: A Very Cold Case DB #6,10,NA
FrScA-S216-01,87020,3-4.2: Mystery Powder Lab,75,70
FrScA-S216-01,87020,Unit 3 Assessment,10,10
FrScA-S216-01,87020,4-1.1: Compare/Contrast Microscopes Assignment,10,10
FrScA-S216-01,87020,4-2.1: Summary of the Case of Karyn Slover Assignment,10,10
FrScA-S216-01,87020,Unit 4 Assessment,10,10
FrScA-S216-01,87020,5-1.1: BrainPop Video on DNA,5,2
FrScA-S216-01,87020,5-1.2: DNA DB #7,12,12
FrScA-S216-01,87020,PROGRESS CHECK 3 @ 04-19-16,24,14
FrScA-S216-01,87020,5-2.1: DNA Lab,37,37
FrScA-S216-01,87020,Unit 5 Assessment,10,10
FrScA-S216-01,87020,6-1.1: History of Fingerprinting and the Application to Solving Crimes,10,9
FrScA-S216-01,87020,6-2.1: Fingerprint Analysis Assignment,15,12
FrScA-S216-01,87020,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,10,NA
FrScA-S216-01,87020,Unit 6 Assessment,10,9
FrScA-S216-01,87020,7-1.1: Can You Identify a Forgery? Assignment,30,26
FrScA-S216-01,87020,7-2.1: Questioned Documents Case Studies DB #9,5,4.5
FrScA-S216-01,87020,7-2.2: Handwriting Analysis,145,124.5
FrScA-S216-01,87020,PROGRESS CHECK 4 @ 05-16-16,10,10
FrScA-S216-01,87020,7-3.1: TWEAS Case DB #10,30,14.25
FrScA-S216-01,87020,7-3.2: TWEAS Case Ð Solve the Crime Assignment,10,10
FrScA-S216-01,87020,Unit 7 Assessment,280,278.75
FrScA-S216-01,87020,8-1.1: The Final Case Ð Solve the Crime Assignment,30,24
FrScA-S216-01,87020,POINTS EARNED & TOTAL COURSE POINTS,10,3
FrScA-S216-01,87861,POINTS EARNED & TOTAL COURSE POINTS,5,5
FrScA-S216-01,87861,WORK ATTEMPTED,5,5
FrScA-S216-01,87861,0-1.1: Intro Assignment - Send a Message to Your Instructor,5,NA
FrScA-S216-01,87861,0-1.2: Intro Assignment - DB #1,5,5
FrScA-S216-01,87861,0-1.3: Intro Assignment - Submitting Files,30,8.55
FrScA-S216-01,87861,1-1.1: Lesson 1-1 Graphic Organizer,10,6.5
FrScA-S216-01,87861,1-2.1: Explore a Career Assignment,105,104
FrScA-S216-01,87861,1-2.2: Explore a Career DB #2,5,5
FrScA-S216-01,87861,PROGRESS CHECK 1 @ 02-18-16,5,5
FrScA-S216-01,87861,1-2.3: Lesson 1-2 Graphic Organizer,5,5
FrScA-S216-01,87861,Unit 1 Assessment,5,5
FrScA-S216-01,87861,2-1.1: Crime Scene DB #3,10,10
FrScA-S216-01,87861,2-2.1: Evidence Collection DB #4,10,1
FrScA-S216-01,87861,2-3.1: Hair Analysis Lab,5,NA
FrScA-S216-01,87861,2-3: Discussion,5,5
FrScA-S216-01,87861,Unit 2 Assessment,10,10
FrScA-S216-01,87861,3-1.1: BrainPop Periodic Table of the Elements,10,10
FrScA-S216-01,87861,3-1.2: Periodic Table of the Elements Lab,30,24
FrScA-S216-01,87861,3-2.1: pH Analysis Lab,5,NA
FrScA-S216-01,87861,3-3.1: Drug Analysis and Toxicology DB #5,5,5
FrScA-S216-01,87861,PROGRESS CHECK 2 @ 03-16-16,10,10
FrScA-S216-01,87861,3-4.1: A Very Cold Case DB #6,10,6
FrScA-S216-01,87861,3-4.2: Mystery Powder Lab,5,NA
FrScA-S216-01,87861,Unit 3 Assessment,30,22
FrScA-S216-01,87861,4-1.1: Compare/Contrast Microscopes Assignment,10,4.88
FrScA-S216-01,87861,4-2.1: Summary of the Case of Karyn Slover Assignment,10,6
FrScA-S216-01,87861,Unit 4 Assessment,30,NA
FrScA-S216-01,87861,5-1.1: BrainPop Video on DNA,5,3
FrScA-S216-01,87861,5-1.2: DNA DB #7,10,9
FrScA-S216-01,87861,PROGRESS CHECK 3 @ 04-19-16,5,5
FrScA-S216-01,87861,5-2.1: DNA Lab,28,NA
FrScA-S216-01,87861,Unit 5 Assessment,10,10
FrScA-S216-01,87861,6-1.1: History of Fingerprinting and the Application to Solving Crimes,10,7.37
FrScA-S216-01,87861,6-2.1: Fingerprint Analysis Assignment,10,7.5
FrScA-S216-01,87861,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,15,15
FrScA-S216-01,87861,Unit 6 Assessment,10,6
FrScA-S216-01,87861,7-1.1: Can You Identify a Forgery? Assignment,10,7
FrScA-S216-01,87861,7-2.1: Questioned Documents Case Studies DB #9,37,34.25
FrScA-S216-01,87861,7-2.2: Handwriting Analysis,5,5
FrScA-S216-01,87861,PROGRESS CHECK 4 @ 05-16-16,244,159
FrScA-S216-01,87861,7-3.1: TWEAS Case DB #10,10,10
FrScA-S216-01,87861,7-3.2: TWEAS Case Ð Solve the Crime Assignment,25,15
FrScA-S216-01,87861,Unit 7 Assessment,5,5
FrScA-S216-01,87861,8-1.1: The Final Case Ð Solve the Crime Assignment,5,5
FrScA-S216-01,87861,POINTS EARNED & TOTAL COURSE POINTS,10,10
FrScA-S216-01,88596,POINTS EARNED & TOTAL COURSE POINTS,443,412
FrScA-S216-01,88596,WORK ATTEMPTED,5,3
FrScA-S216-01,88596,0-1.1: Intro Assignment - Send a Message to Your Instructor,25,5
FrScA-S216-01,88596,0-1.2: Intro Assignment - DB #1,10,10
FrScA-S216-01,88596,0-1.3: Intro Assignment - Submitting Files,5,5
FrScA-S216-01,88596,1-1.1: Lesson 1-1 Graphic Organizer,5,3
FrScA-S216-01,88596,1-2.1: Explore a Career Assignment,30,18.45
FrScA-S216-01,88596,1-2.2: Explore a Career DB #2,235,225.5
FrScA-S216-01,88596,PROGRESS CHECK 1 @ 02-18-16,15,13.2
FrScA-S216-01,88596,1-2.3: Lesson 1-2 Graphic Organizer,10,9
FrScA-S216-01,88596,Unit 1 Assessment,10,10
FrScA-S216-01,88596,2-1.1: Crime Scene DB #3,10,10
FrScA-S216-01,88596,2-2.1: Evidence Collection DB #4,5,5
FrScA-S216-01,88596,2-3.1: Hair Analysis Lab,5,NA
FrScA-S216-01,88596,2-3: Discussion,37,24
FrScA-S216-01,88596,Unit 2 Assessment,244,227.2
FrScA-S216-01,88596,3-1.1: BrainPop Periodic Table of the Elements,10,NA
FrScA-S216-01,88596,3-1.2: Periodic Table of the Elements Lab,10,10
FrScA-S216-01,88596,3-2.1: pH Analysis Lab,10,9
FrScA-S216-01,88596,3-3.1: Drug Analysis and Toxicology DB #5,10,7.2
FrScA-S216-01,88596,PROGRESS CHECK 2 @ 03-16-16,5,5
FrScA-S216-01,88596,3-4.1: A Very Cold Case DB #6,465,422.2
FrScA-S216-01,88596,3-4.2: Mystery Powder Lab,5,5
FrScA-S216-01,88596,Unit 3 Assessment,30,NA
FrScA-S216-01,88596,4-1.1: Compare/Contrast Microscopes Assignment,5,5
FrScA-S216-01,88596,4-2.1: Summary of the Case of Karyn Slover Assignment,10,NA
FrScA-S216-01,88596,Unit 4 Assessment,30,22
FrScA-S216-01,88596,5-1.1: BrainPop Video on DNA,597,557.78
FrScA-S216-01,88596,5-1.2: DNA DB #7,5,3
FrScA-S216-01,88596,PROGRESS CHECK 3 @ 04-19-16,10,10
FrScA-S216-01,88596,5-2.1: DNA Lab,30,NA
FrScA-S216-01,88596,Unit 5 Assessment,5,3
FrScA-S216-01,88596,6-1.1: History of Fingerprinting and the Application to Solving Crimes,5,5
FrScA-S216-01,88596,6-2.1: Fingerprint Analysis Assignment,10,6.1
FrScA-S216-01,88596,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,55,NA
FrScA-S216-01,88596,Unit 6 Assessment,10,0
FrScA-S216-01,88596,7-1.1: Can You Identify a Forgery? Assignment,10,10
FrScA-S216-01,88596,7-2.1: Questioned Documents Case Studies DB #9,20,NA
FrScA-S216-01,88596,7-2.2: Handwriting Analysis,10,10
FrScA-S216-01,88596,PROGRESS CHECK 4 @ 05-16-16,20,NA
FrScA-S216-01,88596,7-3.1: TWEAS Case DB #10,10,10
FrScA-S216-01,88596,7-3.2: TWEAS Case Ð Solve the Crime Assignment,20,20
FrScA-S216-01,88596,Unit 7 Assessment,10,9
FrScA-S216-01,88596,8-1.1: The Final Case Ð Solve the Crime Assignment,15,13
FrScA-S216-01,88596,POINTS EARNED & TOTAL COURSE POINTS,5,5
FrScA-S216-01,88845,POINTS EARNED & TOTAL COURSE POINTS,443,409.5
FrScA-S216-01,88845,WORK ATTEMPTED,345,327.5
FrScA-S216-01,88845,0-1.1: Intro Assignment - Send a Message to Your Instructor,345,284.65
FrScA-S216-01,88845,0-1.2: Intro Assignment - DB #1,10,NA
FrScA-S216-01,88845,0-1.3: Intro Assignment - Submitting Files,5,5
FrScA-S216-01,88845,1-1.1: Lesson 1-1 Graphic Organizer,20,18
FrScA-S216-01,88845,1-2.1: Explore a Career Assignment,244,231
FrScA-S216-01,88845,1-2.2: Explore a Career DB #2,5,5
FrScA-S216-01,88845,PROGRESS CHECK 1 @ 02-18-16,125,115
FrScA-S216-01,88845,1-2.3: Lesson 1-2 Graphic Organizer,5,5
FrScA-S216-01,88845,Unit 1 Assessment,30,0
FrScA-S216-01,88845,2-1.1: Crime Scene DB #3,5,5
FrScA-S216-01,88845,2-2.1: Evidence Collection DB #4,10,4
FrScA-S216-01,88845,2-3.1: Hair Analysis Lab,10,0
FrScA-S216-01,88845,2-3: Discussion,50,40.63
FrScA-S216-01,88845,Unit 2 Assessment,10,4.5
FrScA-S216-01,88845,3-1.1: BrainPop Periodic Table of the Elements,10,10
FrScA-S216-01,88845,3-1.2: Periodic Table of the Elements Lab,10,10
FrScA-S216-01,88845,3-2.1: pH Analysis Lab,5,NA
FrScA-S216-01,88845,3-3.1: Drug Analysis and Toxicology DB #5,10,10
FrScA-S216-01,88845,PROGRESS CHECK 2 @ 03-16-16,5,3
FrScA-S216-01,88845,3-4.1: A Very Cold Case DB #6,15,NA
FrScA-S216-01,88845,3-4.2: Mystery Powder Lab,55,37
FrScA-S216-01,88845,Unit 3 Assessment,15,12
FrScA-S216-01,88845,4-1.1: Compare/Contrast Microscopes Assignment,5,5
FrScA-S216-01,88845,4-2.1: Summary of the Case of Karyn Slover Assignment,5,5
FrScA-S216-01,88845,Unit 4 Assessment,10,9
FrScA-S216-01,88845,5-1.1: BrainPop Video on DNA,5,5
FrScA-S216-01,88845,5-1.2: DNA DB #7,5,NA
FrScA-S216-01,88845,PROGRESS CHECK 3 @ 04-19-16,10,4
FrScA-S216-01,88845,5-2.1: DNA Lab,130,114
FrScA-S216-01,88845,Unit 5 Assessment,30,NA
FrScA-S216-01,88845,6-1.1: History of Fingerprinting and the Application to Solving Crimes,10,10
FrScA-S216-01,88845,6-2.1: Fingerprint Analysis Assignment,5,NA
FrScA-S216-01,88845,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,15,13
FrScA-S216-01,88845,Unit 6 Assessment,10,10
FrScA-S216-01,88845,7-1.1: Can You Identify a Forgery? Assignment,10,7
FrScA-S216-01,88845,7-2.1: Questioned Documents Case Studies DB #9,10,10
FrScA-S216-01,88845,7-2.2: Handwriting Analysis,10,10
FrScA-S216-01,88845,PROGRESS CHECK 4 @ 05-16-16,5,3
FrScA-S216-01,88845,7-3.1: TWEAS Case DB #10,37,29
FrScA-S216-01,88845,7-3.2: TWEAS Case Ð Solve the Crime Assignment,10,10
FrScA-S216-01,88845,Unit 7 Assessment,10,NA
FrScA-S216-01,88845,8-1.1: The Final Case Ð Solve the Crime Assignment,5,NA
FrScA-S216-01,88845,POINTS EARNED & TOTAL COURSE POINTS,10,10
FrScA-S216-01,88854,POINTS EARNED & TOTAL COURSE POINTS,30,22
FrScA-S216-01,88854,WORK ATTEMPTED,12,NA
FrScA-S216-01,88854,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,10
FrScA-S216-01,88854,0-1.2: Intro Assignment - DB #1,10,8
FrScA-S216-01,88854,0-1.3: Intro Assignment - Submitting Files,50,NA
FrScA-S216-01,88854,1-1.1: Lesson 1-1 Graphic Organizer,5,5
FrScA-S216-01,88854,1-2.1: Explore a Career Assignment,10,1
FrScA-S216-01,88854,1-2.2: Explore a Career DB #2,10,9
FrScA-S216-01,88854,PROGRESS CHECK 1 @ 02-18-16,5,5
FrScA-S216-01,88854,1-2.3: Lesson 1-2 Graphic Organizer,10,6.5
FrScA-S216-01,88854,Unit 1 Assessment,20,20
FrScA-S216-01,88854,2-1.1: Crime Scene DB #3,10,NA
FrScA-S216-01,88854,2-2.1: Evidence Collection DB #4,10,10
FrScA-S216-01,88854,2-3.1: Hair Analysis Lab,20,19
FrScA-S216-01,88854,2-3: Discussion,10,6.5
FrScA-S216-01,88854,Unit 2 Assessment,10,10
FrScA-S216-01,88854,3-1.1: BrainPop Periodic Table of the Elements,5,NA
FrScA-S216-01,88854,3-1.2: Periodic Table of the Elements Lab,10,10
FrScA-S216-01,88854,3-2.1: pH Analysis Lab,10,NA
FrScA-S216-01,88854,3-3.1: Drug Analysis and Toxicology DB #5,10,10
FrScA-S216-01,88854,PROGRESS CHECK 2 @ 03-16-16,5,4
FrScA-S216-01,88854,3-4.1: A Very Cold Case DB #6,443,308.5
FrScA-S216-01,88854,3-4.2: Mystery Powder Lab,15,15
FrScA-S216-01,88854,Unit 3 Assessment,10,NA
FrScA-S216-01,88854,4-1.1: Compare/Contrast Microscopes Assignment,220,205.3
FrScA-S216-01,88854,4-2.1: Summary of the Case of Karyn Slover Assignment,10,10
FrScA-S216-01,88854,Unit 4 Assessment,30,18.75
FrScA-S216-01,88854,5-1.1: BrainPop Video on DNA,605,530.96
FrScA-S216-01,88854,5-1.2: DNA DB #7,625,600.13
FrScA-S216-01,88854,PROGRESS CHECK 3 @ 04-19-16,10,10
FrScA-S216-01,88854,5-2.1: DNA Lab,10,10
FrScA-S216-01,88854,Unit 5 Assessment,10,9
FrScA-S216-01,88854,6-1.1: History of Fingerprinting and the Application to Solving Crimes,5,5
FrScA-S216-01,88854,6-2.1: Fingerprint Analysis Assignment,10,7
FrScA-S216-01,88854,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,5,NA
FrScA-S216-01,88854,Unit 6 Assessment,10,7
FrScA-S216-01,88854,7-1.1: Can You Identify a Forgery? Assignment,10,10
FrScA-S216-01,88854,7-2.1: Questioned Documents Case Studies DB #9,5,4
FrScA-S216-01,88854,7-2.2: Handwriting Analysis,30,NA
FrScA-S216-01,88854,PROGRESS CHECK 4 @ 05-16-16,5,NA
FrScA-S216-01,88854,7-3.1: TWEAS Case DB #10,10,3
FrScA-S216-01,88854,7-3.2: TWEAS Case Ð Solve the Crime Assignment,37,15
FrScA-S216-01,88854,Unit 7 Assessment,15,12
FrScA-S216-01,88854,8-1.1: The Final Case Ð Solve the Crime Assignment,5,5
FrScA-S216-01,88854,POINTS EARNED & TOTAL COURSE POINTS,10,9
FrScA-S216-01,89333,POINTS EARNED & TOTAL COURSE POINTS,15,14
FrScA-S216-01,89333,WORK ATTEMPTED,20,10
FrScA-S216-01,89333,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,10
FrScA-S216-01,89333,0-1.2: Intro Assignment - DB #1,10,NA
FrScA-S216-01,89333,0-1.3: Intro Assignment - Submitting Files,10,10
FrScA-S216-01,89333,1-1.1: Lesson 1-1 Graphic Organizer,10,10
FrScA-S216-01,89333,1-2.1: Explore a Career Assignment,10,8
FrScA-S216-01,89333,1-2.2: Explore a Career DB #2,10,8
FrScA-S216-01,89333,PROGRESS CHECK 1 @ 02-18-16,37,NA
FrScA-S216-01,89333,1-2.3: Lesson 1-2 Graphic Organizer,10,10
FrScA-S216-01,89333,Unit 1 Assessment,10,7
FrScA-S216-01,89333,2-1.1: Crime Scene DB #3,5,5
FrScA-S216-01,89333,2-2.1: Evidence Collection DB #4,10,10
FrScA-S216-01,89333,2-3.1: Hair Analysis Lab,358,313.5
FrScA-S216-01,89333,2-3: Discussion,5,5
FrScA-S216-01,89333,Unit 2 Assessment,443,423
FrScA-S216-01,89333,3-1.1: BrainPop Periodic Table of the Elements,10,9.63
FrScA-S216-01,89333,3-1.2: Periodic Table of the Elements Lab,5,NA
FrScA-S216-01,89333,3-2.1: pH Analysis Lab,30,22
FrScA-S216-01,89333,3-3.1: Drug Analysis and Toxicology DB #5,10,8
FrScA-S216-01,89333,PROGRESS CHECK 2 @ 03-16-16,10,10
FrScA-S216-01,89333,3-4.1: A Very Cold Case DB #6,37,36.63
FrScA-S216-01,89333,3-4.2: Mystery Powder Lab,10,6
FrScA-S216-01,89333,Unit 3 Assessment,460,448.6
FrScA-S216-01,89333,4-1.1: Compare/Contrast Microscopes Assignment,10,10
FrScA-S216-01,89333,4-2.1: Summary of the Case of Karyn Slover Assignment,10,5.8
FrScA-S216-01,89333,Unit 4 Assessment,20,20
FrScA-S216-01,89333,5-1.1: BrainPop Video on DNA,10,6
FrScA-S216-01,89333,5-1.2: DNA DB #7,50,NA
FrScA-S216-01,89333,PROGRESS CHECK 3 @ 04-19-16,5,5
FrScA-S216-01,89333,5-2.1: DNA Lab,457,328.84
FrScA-S216-01,89333,Unit 5 Assessment,30,25.95
FrScA-S216-01,89333,6-1.1: History of Fingerprinting and the Application to Solving Crimes,10,7.5
FrScA-S216-01,89333,6-2.1: Fingerprint Analysis Assignment,930,854.75
FrScA-S216-01,89333,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,30,29
FrScA-S216-01,89333,Unit 6 Assessment,20,NA
FrScA-S216-01,89333,7-1.1: Can You Identify a Forgery? Assignment,5,5
FrScA-S216-01,89333,7-2.1: Questioned Documents Case Studies DB #9,15,0
FrScA-S216-01,89333,7-2.2: Handwriting Analysis,5,5
FrScA-S216-01,89333,PROGRESS CHECK 4 @ 05-16-16,10,10
FrScA-S216-01,89333,7-3.1: TWEAS Case DB #10,10,NA
FrScA-S216-01,89333,7-3.2: TWEAS Case Ð Solve the Crime Assignment,10,9
FrScA-S216-01,89333,Unit 7 Assessment,10,10
FrScA-S216-01,89333,8-1.1: The Final Case Ð Solve the Crime Assignment,10,10
FrScA-S216-01,89333,POINTS EARNED & TOTAL COURSE POINTS,30,28.5
FrScA-S216-01,89345,POINTS EARNED & TOTAL COURSE POINTS,10,NA
FrScA-S216-01,89345,WORK ATTEMPTED,438,409
FrScA-S216-01,89345,0-1.1: Intro Assignment - Send a Message to Your Instructor,100,88.38
FrScA-S216-01,89345,0-1.2: Intro Assignment - DB #1,5,5
FrScA-S216-01,89345,0-1.3: Intro Assignment - Submitting Files,5,2
FrScA-S216-01,89345,1-1.1: Lesson 1-1 Graphic Organizer,15,15
FrScA-S216-01,89345,1-2.1: Explore a Career Assignment,145,125
FrScA-S216-01,89345,1-2.2: Explore a Career DB #2,10,6
FrScA-S216-01,89345,PROGRESS CHECK 1 @ 02-18-16,10,7
FrScA-S216-01,89345,1-2.3: Lesson 1-2 Graphic Organizer,5,4.5
FrScA-S216-01,89345,Unit 1 Assessment,625,39.6
FrScA-S216-01,89345,2-1.1: Crime Scene DB #3,10,4
FrScA-S216-01,89345,2-2.1: Evidence Collection DB #4,10,9.13
FrScA-S216-01,89345,2-3.1: Hair Analysis Lab,5,4
FrScA-S216-01,89345,2-3: Discussion,5,3
FrScA-S216-01,89345,Unit 2 Assessment,10,8
FrScA-S216-01,89345,3-1.1: BrainPop Periodic Table of the Elements,5,5
FrScA-S216-01,89345,3-1.2: Periodic Table of the Elements Lab,145,8
FrScA-S216-01,89345,3-2.1: pH Analysis Lab,10,10
FrScA-S216-01,89345,3-3.1: Drug Analysis and Toxicology DB #5,10,10
FrScA-S216-01,89345,PROGRESS CHECK 2 @ 03-16-16,30,NA
FrScA-S216-01,89345,3-4.1: A Very Cold Case DB #6,10,10
FrScA-S216-01,89345,3-4.2: Mystery Powder Lab,20,20
FrScA-S216-01,89345,Unit 3 Assessment,5,5
FrScA-S216-01,89345,4-1.1: Compare/Contrast Microscopes Assignment,10,9
FrScA-S216-01,89345,4-2.1: Summary of the Case of Karyn Slover Assignment,15,7
FrScA-S216-01,89345,Unit 4 Assessment,10,10
FrScA-S216-01,89345,5-1.1: BrainPop Video on DNA,10,10
FrScA-S216-01,89345,5-1.2: DNA DB #7,10,8
FrScA-S216-01,89345,PROGRESS CHECK 3 @ 04-19-16,5,5
FrScA-S216-01,89345,5-2.1: DNA Lab,5,1
FrScA-S216-01,89345,Unit 5 Assessment,10,10
FrScA-S216-01,89345,6-1.1: History of Fingerprinting and the Application to Solving Crimes,15,9
FrScA-S216-01,89345,6-2.1: Fingerprint Analysis Assignment,10,NA
FrScA-S216-01,89345,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,30,30
FrScA-S216-01,89345,Unit 6 Assessment,10,7
FrScA-S216-01,89345,7-1.1: Can You Identify a Forgery? Assignment,5,5
FrScA-S216-01,89345,7-2.1: Questioned Documents Case Studies DB #9,249,225
FrScA-S216-01,89345,7-2.2: Handwriting Analysis,10,8.5
FrScA-S216-01,89345,PROGRESS CHECK 4 @ 05-16-16,105,105
FrScA-S216-01,89345,7-3.1: TWEAS Case DB #10,15,15
FrScA-S216-01,89345,7-3.2: TWEAS Case Ð Solve the Crime Assignment,15,14
FrScA-S216-01,89345,Unit 7 Assessment,10,7.5
FrScA-S216-01,89345,8-1.1: The Final Case Ð Solve the Crime Assignment,443,398
FrScA-S216-01,89345,POINTS EARNED & TOTAL COURSE POINTS,10,9.38
FrScA-S216-01,89374,POINTS EARNED & TOTAL COURSE POINTS,5,5
FrScA-S216-01,89374,WORK ATTEMPTED,10,10
FrScA-S216-01,89374,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,NA
FrScA-S216-01,89374,0-1.2: Intro Assignment - DB #1,24,14
FrScA-S216-01,89374,0-1.3: Intro Assignment - Submitting Files,10,7
FrScA-S216-01,89374,1-1.1: Lesson 1-1 Graphic Organizer,10,9
FrScA-S216-01,89374,1-2.1: Explore a Career Assignment,10,10
FrScA-S216-01,89374,1-2.2: Explore a Career DB #2,10,7.5
FrScA-S216-01,89374,PROGRESS CHECK 1 @ 02-18-16,5,NA
FrScA-S216-01,89374,1-2.3: Lesson 1-2 Graphic Organizer,10,10
FrScA-S216-01,89374,Unit 1 Assessment,443,371
FrScA-S216-01,89374,2-1.1: Crime Scene DB #3,597,340.26
FrScA-S216-01,89374,2-2.1: Evidence Collection DB #4,5,5
FrScA-S216-01,89374,2-3.1: Hair Analysis Lab,358,305
FrScA-S216-01,89374,2-3: Discussion,10,8
FrScA-S216-01,89374,Unit 2 Assessment,10,9
FrScA-S216-01,89374,3-1.1: BrainPop Periodic Table of the Elements,5,NA
FrScA-S216-01,89374,3-1.2: Periodic Table of the Elements Lab,10,7
FrScA-S216-01,89374,3-2.1: pH Analysis Lab,5,5
FrScA-S216-01,89374,3-3.1: Drug Analysis and Toxicology DB #5,15,15
