student_id,subject,semester,section,total_points_possible,total_points_earned,proportion_earned,gender,enrollment_reason,enrollment_status,time_spent,time_spent_hours,course_id,int,val,percomp,tv,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,date_x,post_int,post_uv,post_tv,post_percomp,date_y,date
91164,AnPhA,S216,02,1775,1566.05,88.2281690140845,F,Course Unavailable at Local School,Approved/Enrolled,4359.0996,72.65165999999999,AnPhA-S216-02,5,5,4.5,5,5,5,5,5,5,5,4,5,5,5,2016-01-27T02:05:00Z,NA,NA,NA,NA,NA,NA
91173,FrScA,S116,01,1212,907,74.83498349834984,F,Course Unavailable at Local School,Approved/Enrolled,756.0998,12.601663333333333,FrScA-S116-01,4.8,3.3333333333333335,3.5,4.142857142857143,5,3,3,5,4,3,4,5,4,5,2015-09-16T14:13:00Z,NA,NA,NA,NA,NA,NA
91175,AnPhA,S116,02,1775,1519.21333,85.58948338028169,F,Learning Preference of the Student,Approved/Enrolled,1315.25,21.920833333333334,AnPhA-S116-02,4.6,4,4.5,4.285714285714286,5,4,4,5,4,4,5,4,4,5,2015-09-27T20:40:00Z,NA,NA,NA,NA,NA,NA
91176,FrScA,S116,04,1212,1168.1,96.37788778877888,F,Course Unavailable at Local School,Approved/Enrolled,3868.5332,64.47555333333334,FrScA-S116-04,5,5,4.5,5,5,5,4,5,5,5,5,5,5,5,2015-09-15T14:14:00Z,NA,NA,NA,NA,NA,NA
91212,FrScA,S216,01,1232,1088,88.31168831168831,F,Course Unavailable at Local School,Approved/Enrolled,906.8832,15.11472,FrScA-S216-01,5,4.666666666666667,3.5,4.857142857142857,5,4,3,5,5,5,4,5,5,5,2016-02-22T04:56:00Z,NA,NA,NA,NA,NA,NA
91252,OcnA,S216,02,1676,1212.78,72.36157517899761,M,Course Unavailable at Local School,Approved/Enrolled,1479.8998,24.664996666666664,OcnA-S216-02,4.8,4,4.5,4.428571428571429,5,4,4,5,4,3,5,5,5,5,2016-01-26T13:37:00Z,NA,NA,NA,NA,NA,NA
91300,BioA,S116,01,2420,2313.25,95.58884297520662,F,Scheduling Conflict,Approved/Enrolled,1311.9998,21.866663333333335,BioA-S116-01,4.2,3.6666666666666665,3.5,3.857142857142857,4,4,3,5,4,4,4,4,3,4,2015-09-16T22:57:00Z,NA,NA,NA,NA,NA,NA
91313,AnPhA,S216,01,1775,1543.62,86.96450704225352,M,Scheduling Conflict,Approved/Enrolled,3134.9666,52.24944333333334,AnPhA-S216-01,4.2,3.3333333333333335,3.5,3.857142857142857,4,3,3,4,5,4,4,5,3,3,2016-01-27T16:04:00Z,NA,NA,NA,NA,NA,NA
91319,AnPhA,S116,02,1775,1531.03,86.25521126760563,F,Other,Approved/Enrolled,686.2998,11.43833,AnPhA-S116-02,4,4.333333333333333,3.5,4.142857142857143,4,5,3,4,4,4,4,4,4,4,2015-09-24T15:39:00Z,NA,NA,NA,NA,NA,NA
91320,AnPhA,S116,02,1775,685.66666,38.6291076056338,M,Course Unavailable at Local School,Approved/Enrolled,584.9166,9.748610000000001,AnPhA-S116-02,3.2,3.6666666666666665,3,3.4285714285714284,4,4,3,3,3,4,3,3,3,3,2015-09-24T16:38:00Z,NA,NA,NA,NA,NA,NA
91326,AnPhA,S216,01,1775,927.5,52.25352112676056,F,Other,Approved/Enrolled,657.1668,10.952779999999999,AnPhA-S216-01,4.6,4.333333333333333,3,4.428571428571429,5,5,5,5,5,5,1,3,3,5,2016-02-29T16:15:00Z,NA,NA,NA,NA,NA,NA
91326,FrScA,S116,04,1212,753.28,62.151815181518145,F,Other,Approved/Enrolled,792.6166,13.210276666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91340,FrScA,S116,02,1212,1046.07,86.30940594059405,F,Learning Preference of the Student,Approved/Enrolled,1182.9332,19.715553333333332,FrScA-S116-02,5,4,3,4.571428571428571,5,3,3,5,5,4,3,5,5,5,2015-09-15T14:54:00Z,NA,NA,NA,NA,NA,NA
91351,BioA,S116,01,2420,313.75,12.964876033057852,F,Other,Approved/Enrolled,206.2335,3.4372249999999998,BioA-S116-01,3.8,4,4,3.857142857142857,4,4,5,4,4,4,3,4,4,3,2015-09-17T11:45:00Z,NA,NA,NA,NA,NA,NA
91410,FrScA,S216,02,1217,743,61.051766639276906,M,Course Unavailable at Local School,Approved/Enrolled,857.6167,14.293611666666667,FrScA-S216-02,3.4,3.3333333333333335,2.5,3.4285714285714284,4,3,1,3,3,4,4,4,3,3,2016-04-27T02:12:00Z,NA,NA,NA,NA,NA,NA
91471,FrScA,S116,01,1212,947,78.13531353135313,M,Other,Approved/Enrolled,946.7998,15.779996666666667,FrScA-S116-01,4.8,4.333333333333333,4.5,4.571428571428571,5,4,4,5,5,5,5,4,4,5,2015-09-25T00:22:00Z,NA,NA,NA,NA,NA,NA
91477,FrScA,S116,04,1212,1110.85,91.6542904290429,M,Other,Approved/Enrolled,1192.1837,19.869728333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91550,FrScA,S216,02,1217,855,70.25472473294988,F,Course Unavailable at Local School,Approved/Enrolled,1722.1833,28.703055,FrScA-S216-02,3.8,4,2,3.857142857142857,4,3,2,4,3,5,2,4,4,4,2016-03-24T01:48:00Z,NA,NA,NA,NA,NA,NA
91574,AnPhA,S116,02,1775,1449.63666,81.66967098591549,M,Scheduling Conflict,Approved/Enrolled,2999.75,49.99583333333333,AnPhA-S116-02,4,3.6666666666666665,3,3.857142857142857,4,3,2,4,4,4,4,4,4,4,2015-10-09T12:47:00Z,NA,NA,NA,NA,NA,NA
91575,PhysA,S116,01,2225,2147,96.49438202247191,M,Course Unavailable at Local School,Approved/Enrolled,2219.916,36.9986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91607,FrScA,S216,02,1217,853,70.09038619556286,M,Course Unavailable at Local School,Approved/Enrolled,608.0833,10.134721666666668,FrScA-S216-02,4.4,4.333333333333333,4,4.428571428571429,4,4,4,4,5,5,4,4,4,5,2016-03-22T02:49:00Z,NA,NA,NA,NA,NA,NA
91611,BioA,S116,01,2420,2268,93.71900826446281,F,Course Unavailable at Local School,Approved/Enrolled,616.3672,10.272786666666667,BioA-S116-01,4,3,3,3.5714285714285716,4,4,3,4,5,3,3,4,2,3,2015-09-18T13:08:00Z,NA,NA,NA,NA,NA,NA
91619,AnPhA,S116,02,1775,722.75,40.71830985915493,M,Course Unavailable at Local School,Approved/Enrolled,1272.2331,21.203885,AnPhA-S116-02,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2015-09-21T16:50:00Z,NA,NA,NA,NA,NA,NA
91624,BioA,S116,01,2420,1981.77,81.89132231404959,M,Course Unavailable at Local School,Approved/Enrolled,583.1167,9.718611666666668,BioA-S116-01,5,3.6666666666666665,4,4.428571428571429,5,4,3,5,5,4,5,5,3,5,2015-09-16T13:50:00Z,NA,NA,NA,NA,NA,NA
91633,PhysA,S116,01,2225,1930,86.74157303370787,M,Learning Preference of the Student,Approved/Enrolled,1510.7002,25.178336666666667,PhysA-S116-01,4.8,4.333333333333333,4,4.571428571428571,5,5,3,5,5,5,5,5,3,4,2015-09-16T13:19:00Z,NA,NA,NA,NA,NA,NA
91634,AnPhA,S116,02,1775,1556.47666,87.68882591549297,F,Course Unavailable at Local School,Approved/Enrolled,1857.8168,30.963613333333335,AnPhA-S116-02,4,3.6666666666666665,3.5,3.857142857142857,4,4,3,4,4,4,4,4,3,4,2015-09-22T17:48:00Z,NA,NA,NA,NA,NA,NA
91635,OcnA,S116,01,1676,1275.57,76.10799522673031,F,Course Unavailable at Local School,Approved/Enrolled,3797.3334,63.28889,OcnA-S116-01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015-09-16T00:16:00Z,3,3,3,2.5,2015-12-10T15:57:00Z,NA
91672,AnPhA,S116,02,1775,1649.425,92.92535211267605,F,Course Unavailable at Local School,Approved/Enrolled,2763.0331,46.05055166666667,AnPhA-S116-02,3.6,4,2,4,4,4,2,2,4,4,2,4,4,4,2015-09-18T00:54:00Z,NA,NA,NA,NA,NA,NA
91709,AnPhA,S116,02,1775,1592.73,89.7312676056338,F,Course Unavailable at Local School,Approved/Enrolled,4315.8839,71.93139833333333,AnPhA-S116-02,4.2,3.6666666666666665,3.5,3.857142857142857,4,4,3,5,4,4,4,4,3,4,2015-10-01T12:44:00Z,NA,NA,NA,NA,NA,NA
91771,AnPhA,S116,02,1775,691,38.929577464788736,M,Course Unavailable at Local School,Approved/Enrolled,540.5001,9.008334999999999,AnPhA-S116-02,5,4,4.5,4.571428571428571,5,4,5,5,5,4,4,5,4,5,2015-09-23T12:26:00Z,NA,NA,NA,NA,NA,NA
91818,OcnA,S116,01,1676,1622.76,96.82338902147971,M,Other,Approved/Enrolled,1651.5005,27.525008333333336,OcnA-S116-01,4,3.6666666666666665,3.5,3.857142857142857,4,4,3,4,4,4,4,4,3,4,2015-09-21T13:39:00Z,3.75,4,3.857142857142857,3.5,2015-09-21T13:40:00Z,NA
91821,PhysA,S116,01,2225,2114,95.01123595505618,M,Other,Approved/Enrolled,377.7002,6.295003333333333,PhysA-S116-01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2015-09-21T13:36:00Z,NA,NA,NA,NA,NA,NA
91932,AnPhA,S116,02,1775,1496.71666,84.32206535211267,M,Other,Approved/Enrolled,1182.9667,19.716111666666666,AnPhA-S116-02,5,5,4.5,5,5,5,4,5,5,5,5,5,5,5,2015-09-23T17:03:00Z,NA,NA,NA,NA,NA,NA
91943,FrScA,S216,02,1217,1133,93.09778142974527,F,Course Unavailable at Local School,Approved/Enrolled,3429.0336,57.150560000000006,FrScA-S216-02,5,4.666666666666667,4.5,4.857142857142857,5,5,5,5,5,4,4,5,5,5,2016-02-16T05:20:00Z,NA,NA,NA,NA,NA,NA
92021,OcnA,S116,02,1676,1458.25,87.00775656324582,F,Course Unavailable at Local School,Approved/Enrolled,758.3668,12.639446666666666,OcnA-S116-02,5,4.666666666666667,4.5,4.857142857142857,5,4,4,5,5,5,5,5,5,5,2015-09-23T17:10:00Z,NA,NA,NA,NA,NA,NA
92124,FrScA,S216,01,1232,954,77.43506493506493,M,Other,Approved/Enrolled,918.1832,15.303053333333335,FrScA-S216-01,4.2,2.6666666666666665,3.5,3.4285714285714284,4,2,3,5,4,3,4,4,3,4,2016-02-08T23:22:00Z,NA,NA,NA,NA,NA,NA
92143,FrScA,S116,01,1212,1143,94.3069306930693,F,Other,Approved/Enrolled,1792.1003,29.868338333333334,FrScA-S116-01,3.8,3,3.5,3.4285714285714284,4,3,3,4,4,3,4,4,3,3,2015-09-23T00:55:00Z,NA,NA,NA,NA,NA,NA
92152,BioA,S116,01,2420,2242.48,92.66446280991735,F,Other,Approved/Enrolled,3214.3998,53.573330000000006,BioA-S116-01,3.4,4,2.5,3.5714285714285716,3,4,2,4,4,4,3,3,4,3,2015-09-23T00:35:00Z,NA,NA,NA,NA,NA,NA
92185,AnPhA,S116,02,1775,1663.11,93.69633802816901,F,Scheduling Conflict,Approved/Enrolled,6162.1998,102.70333000000001,AnPhA-S116-02,4.8,4.666666666666667,4,4.714285714285714,5,5,4,5,5,5,4,5,4,4,2015-10-03T15:24:00Z,NA,NA,NA,NA,NA,NA
92214,FrScA,S116,01,1212,1047.25,86.40676567656766,M,Course Unavailable at Local School,Approved/Enrolled,1101.833,18.363883333333334,FrScA-S116-01,3.4,4,4,3.7142857142857144,4,5,3,3,4,4,5,3,3,3,2015-09-22T12:31:00Z,4,4.333333333333333,4.142857142857143,3,2016-01-04T13:13:00Z,NA
92510,BioA,S116,01,2420,2287.75,94.53512396694215,M,Other,Approved/Enrolled,295.5494,4.925823333333333,BioA-S116-01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2015-10-09T18:52:00Z,NA,NA,NA,NA,NA,NA
92511,PhysA,S116,01,2225,1620.8,72.84494382022471,M,Learning Preference of the Student,Approved/Enrolled,125.0666,2.084443333333333,PhysA-S116-01,2.6,3.6666666666666665,3,2.857142857142857,3,4,2,4,2,5,4,2,2,2,2015-10-20T15:36:00Z,NA,NA,NA,NA,NA,NA
92604,FrScA,S116,03,1212,150,12.376237623762377,F,Course Unavailable at Local School,Approved/Enrolled,811.4334,13.52389,FrScA-S116-03,3.2,3,2.5,3.2857142857142856,4,3,2,2,4,4,3,4,2,2,2015-10-15T17:20:00Z,NA,NA,NA,NA,NA,NA
92606,BioA,S116,01,2420,265,10.950413223140496,M,Learning Preference of the Student,Approved/Enrolled,10.1498,0.16916333333333336,BioA-S116-01,3.2,3,2.5,3.142857142857143,4,3,3,3,3,3,2,3,3,3,2015-10-27T00:25:00Z,NA,NA,NA,NA,NA,NA
92606,BioA,S216,01,2425,5,0.2061855670103093,M,Other,Approved/Enrolled,306.2668,5.104446666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92633,BioA,S116,01,2420,140,5.785123966942149,M,Learning Preference of the Student,Approved/Enrolled,571.2834,9.52139,BioA-S116-01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2015-11-10T17:03:00Z,NA,NA,NA,NA,NA,NA
92724,PhysA,S116,01,2225,2095,94.15730337078652,M,Other,Approved/Enrolled,2700.6668,45.011113333333334,PhysA-S116-01,4.2,4,4,4.142857142857143,5,4,4,4,4,5,4,4,3,4,2015-10-18T18:23:00Z,4,4,4,3.5,2016-01-18T18:52:00Z,NA
92725,PhysA,S116,01,2225,2147.5,96.51685393258427,M,Other,Approved/Enrolled,2058.4167,34.306945000000006,PhysA-S116-01,4,3.3333333333333335,3.5,3.7142857142857144,4,2,3,4,4,4,4,4,4,4,2015-10-18T03:11:00Z,4,2.6666666666666665,3.4285714285714284,3,2016-01-20T03:49:00Z,NA
92726,PhysA,S116,01,2225,2190,98.42696629213484,M,Other,Approved/Enrolled,1901.9166,31.69861,PhysA-S116-01,2.4,3.6666666666666665,2.5,3,2,3,2,2,3,5,3,2,3,3,2015-10-24T19:30:00Z,3.75,3.3333333333333335,3.5714285714285716,3.5,2016-01-20T02:56:00Z,NA
92727,PhysA,S116,01,2225,2183,98.1123595505618,M,Other,Approved/Enrolled,898,14.966666666666667,PhysA-S116-01,4,4,4.5,4,4,4,5,4,4,4,4,4,4,4,2015-10-21T03:50:00Z,NA,NA,NA,NA,NA,NA
92729,PhysA,S116,01,2225,2100.5,94.40449438202248,M,Other,Approved/Enrolled,1691.5998,28.19333,PhysA-S116-01,3.8,4,2.5,3.857142857142857,4,4,2,4,4,4,3,4,4,3,2015-10-21T18:32:00Z,4.25,3.6666666666666665,4,3.5,2016-01-20T03:06:00Z,NA
92732,PhysA,S116,01,2225,2067.5,92.92134831460675,M,Other,Approved/Enrolled,2199.3,36.655,PhysA-S116-01,3.6,3.3333333333333335,3,3.4285714285714284,3,3,3,4,4,4,3,4,3,3,2015-10-29T18:01:00Z,2.75,3.3333333333333335,3,2.5,2016-01-17T17:17:00Z,NA
92733,PhysA,S116,01,2225,2134,95.91011235955055,F,Other,Approved/Enrolled,1020.5828,17.009713333333334,PhysA-S116-01,4.2,3.6666666666666665,3,3.857142857142857,4,3,3,5,4,5,3,4,3,4,2015-10-18T21:09:00Z,NA,NA,NA,NA,NA,NA
92740,PhysA,S116,01,2225,2186,98.24719101123596,M,Other,Approved/Enrolled,1272.7001,21.211668333333332,PhysA-S116-01,3.8,3.6666666666666665,3.5,3.857142857142857,4,4,3,3,4,4,4,4,3,4,2015-10-14T18:04:00Z,3.75,3.6666666666666665,3.7142857142857144,4,2015-12-16T22:02:00Z,NA
92741,PhysA,S116,01,2225,2182,98.06741573033707,F,Other,Approved/Enrolled,5373.3502,89.55583666666666,PhysA-S116-01,4,4,4.5,4,4,4,4,4,4,4,5,4,4,4,2015-10-12T03:21:00Z,4,4,4,4,2015-12-26T15:51:00Z,NA
92743,PhysA,S116,01,2225,2070.5,93.0561797752809,M,Other,Approved/Enrolled,1711.0164,28.516939999999998,PhysA-S116-01,4.4,3.6666666666666665,3.5,4.142857142857143,5,4,3,4,4,4,4,4,3,5,2015-10-19T23:29:00Z,3.75,3,3.4285714285714284,1.5,2016-01-22T05:36:00Z,NA
94070,FrScA,S216,01,1232,1170,94.96753246753246,M,Other,Approved/Enrolled,2469.4006,41.15667666666666,FrScA-S216-01,4.4,4,3.5,4.285714285714286,5,4,3,4,4,4,4,4,4,5,2016-01-25T14:52:00Z,NA,NA,NA,NA,NA,NA
94135,FrScA,S216,01,1232,1074,87.17532467532467,F,Other,Approved/Enrolled,706.2332,11.770553333333334,FrScA-S216-01,4.4,3.6666666666666665,3.5,4.142857142857143,5,4,3,4,4,4,4,5,3,4,2016-01-25T18:20:00Z,NA,NA,NA,NA,NA,NA
94156,FrScA,S216,01,1232,1182,95.94155844155844,F,Course Unavailable at Local School,Approved/Enrolled,2598.5669,43.30944833333333,FrScA-S216-01,3.8,3,3,3.4285714285714284,4,3,3,4,3,3,3,4,3,4,2016-01-25T14:26:00Z,NA,NA,NA,NA,NA,NA
94172,FrScA,S216,01,1232,1130,91.72077922077922,F,Course Unavailable at Local School,Approved/Enrolled,1835.5833,30.593055,FrScA-S216-01,4.2,4,4,4,4,4,3,5,4,4,5,4,4,4,2016-02-02T15:44:00Z,NA,NA,NA,NA,NA,NA
94189,PhysA,S216,01,2225,2051.5,92.20224719101124,F,Learning Preference of the Student,Approved/Enrolled,2321.7998,38.696663333333326,PhysA-S216-01,3.2,3.3333333333333335,3,3.2857142857142856,3,3,3,3,4,4,3,3,3,3,2016-01-25T19:31:00Z,NA,NA,NA,NA,NA,NA
94219,AnPhA,S216,02,1775,123.5,6.957746478873239,F,Learning Preference of the Student,Dropped,151.75,2.529166666666667,AnPhA-S216-02,4.6,4.333333333333333,3.5,4.428571428571429,4,4,3,5,4,5,4,5,4,5,2016-01-25T14:32:00Z,NA,NA,NA,NA,NA,NA
94240,OcnA,S216,02,1676,1527.65,91.14856801909308,F,Course Unavailable at Local School,Approved/Enrolled,2276.3169,37.938615,OcnA-S216-02,5,4.333333333333333,4.5,4.714285714285714,5,4,4,5,5,4,5,5,5,5,2016-01-25T19:12:00Z,NA,NA,NA,NA,NA,NA
94246,AnPhA,S216,01,1775,925.485,52.14,M,Course Unavailable at Local School,Approved/Enrolled,1351.9003,22.531671666666668,AnPhA-S216-01,4,4,4,4,4,4,4,4,4,5,4,4,3,4,2016-02-09T15:48:00Z,NA,NA,NA,NA,NA,NA
94251,PhysA,S216,01,2225,2167,97.39325842696628,F,Scheduling Conflict,Approved/Enrolled,4552.0833,75.868055,PhysA-S216-01,4,3,3,3.5714285714285716,4,3,3,4,4,3,3,4,3,4,2016-01-25T21:16:00Z,NA,NA,NA,NA,NA,NA
94257,FrScA,S216,01,1232,1122,91.07142857142857,F,Course Unavailable at Local School,Approved/Enrolled,1175.833,19.597216666666668,FrScA-S216-01,5,3.6666666666666665,4,4.428571428571429,5,4,3,5,5,4,5,5,3,5,2016-01-25T14:38:00Z,NA,NA,NA,NA,NA,NA
94288,FrScA,S216,01,1232,1134,92.04545454545455,M,Course Unavailable at Local School,Approved/Enrolled,3058.6498,50.97749666666667,FrScA-S216-01,4.6,3.6666666666666665,4,4.142857142857143,5,3,4,5,5,4,4,4,4,4,2016-01-25T14:17:00Z,NA,NA,NA,NA,NA,NA
94292,FrScA,S216,01,1232,1098,89.12337662337663,M,Other,Approved/Enrolled,3135.3167,52.25527833333333,FrScA-S216-01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2016-01-28T13:22:00Z,NA,NA,NA,NA,NA,NA
94319,OcnA,S216,01,1833,1110.28,60.57174031642116,F,Course Unavailable at Local School,Approved/Enrolled,1588.55,26.475833333333334,OcnA-S216-01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2016-01-27T12:52:00Z,NA,NA,NA,NA,NA,NA
94323,OcnA,S216,01,1833,1713.75,93.49427168576105,F,Course Unavailable at Local School,Approved/Enrolled,4214.7332,70.24555333333333,OcnA-S216-01,4.4,3.6666666666666665,4,4,4,4,4,5,4,4,4,4,3,5,2016-01-27T14:46:00Z,NA,NA,NA,NA,NA,NA
94327,OcnA,S216,02,1676,435.8,26.00238663484487,M,Course Unavailable at Local School,Approved/Enrolled,580.3167,9.671945,OcnA-S216-02,3.2,2,3,2.7142857142857144,3,2,3,3,3,2,3,3,2,4,2016-02-21T18:54:00Z,NA,NA,NA,NA,NA,NA
94331,FrScA,S216,01,1232,332,26.948051948051948,F,Learning Preference of the Student,Approved/Enrolled,524.7165,8.745275,FrScA-S216-01,4.8,3.6666666666666665,4,4.285714285714286,4,3,4,5,5,5,4,5,3,5,2016-01-28T01:27:00Z,NA,NA,NA,NA,NA,NA
94332,FrScA,S216,01,1232,1087,88.23051948051948,M,Course Unavailable at Local School,Approved/Enrolled,1272.7337,21.212228333333332,FrScA-S216-01,4,2,3,3.142857142857143,4,2,3,4,4,2,3,4,2,4,2016-01-29T18:41:00Z,NA,NA,NA,NA,NA,NA
94356,FrScA,S216,01,1232,100,8.116883116883116,F,Scheduling Conflict,Dropped,160.4166,2.6736099999999996,FrScA-S216-01,5,4.333333333333333,3,4.714285714285714,5,4,3,5,5,4,3,5,5,5,2016-01-26T12:57:00Z,NA,NA,NA,NA,NA,NA
94369,FrScA,S216,03,1222,852.9,69.79541734860884,F,Course Unavailable at Local School,Approved/Enrolled,1753.5833,29.226388333333333,FrScA-S216-03,4,3.3333333333333335,3.5,3.7142857142857144,4,2,3,4,4,4,4,4,4,4,2016-01-27T15:28:00Z,NA,NA,NA,NA,NA,NA
94370,FrScA,S216,01,1232,1166,94.64285714285714,M,Learning Preference of the Student,Approved/Enrolled,940.3001,15.671668333333335,FrScA-S216-01,4,4,4,4,4,4,5,4,4,4,3,4,4,4,2016-01-25T13:57:00Z,NA,NA,NA,NA,NA,NA
94376,FrScA,S216,01,1232,1150,93.34415584415584,F,Course Unavailable at Local School,Approved/Enrolled,1434.3999,23.906664999999997,FrScA-S216-01,4,2.6666666666666665,3.5,3.4285714285714284,4,2,3,4,4,4,4,5,2,3,2016-01-27T18:00:00Z,NA,NA,NA,NA,NA,NA
94400,FrScA,S216,01,1232,1068,86.68831168831169,M,Learning Preference of the Student,Approved/Enrolled,2111.7837,35.196395,FrScA-S216-01,3.8,3,2.5,3.5714285714285716,4,3,2,3,4,2,3,4,4,4,2016-02-01T18:07:00Z,NA,NA,NA,NA,NA,NA
94402,FrScA,S216,01,1232,1165,94.56168831168831,M,Course Unavailable at Local School,Approved/Enrolled,177.7168,2.961946666666667,FrScA-S216-01,4.4,3.6666666666666665,3.5,4,4,3,2,5,4,5,5,5,3,4,2016-01-26T00:11:00Z,NA,NA,NA,NA,NA,NA
94404,FrScA,S216,01,1232,1057,85.79545454545455,F,Learning Preference of the Student,Approved/Enrolled,1665.1169,27.751948333333335,FrScA-S216-01,4,2.3333333333333335,3.5,3.2857142857142856,4,2,3,4,4,3,4,4,2,4,2016-01-25T14:25:00Z,NA,NA,NA,NA,NA,NA
94419,FrScA,S216,01,1232,1105,89.69155844155844,M,Other,Approved/Enrolled,1095.1999,18.253331666666668,FrScA-S216-01,3.8,3.3333333333333335,3,3.5714285714285716,4,3,2,4,4,4,4,4,3,3,2016-01-25T20:05:00Z,NA,NA,NA,NA,NA,NA
94542,AnPhA,S216,02,1775,927,52.22535211267606,F,Other,Approved/Enrolled,1558.5331,25.975551666666668,AnPhA-S216-02,4.8,4.333333333333333,3.5,4.571428571428571,5,5,3,5,5,5,4,5,3,4,2016-01-25T14:31:00Z,NA,NA,NA,NA,NA,NA
94545,AnPhA,S216,02,1775,1170.25,65.92957746478874,F,Other,Approved/Enrolled,855.3833,14.256388333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94550,AnPhA,S216,02,1775,1605.4,90.44507042253521,F,Other,Approved/Enrolled,2856.6166,47.610276666666664,AnPhA-S216-02,5,5,4,5,5,5,3,5,5,5,5,5,5,5,2016-01-25T18:59:00Z,NA,NA,NA,NA,NA,NA
94556,OcnA,S216,02,1676,1409.68,84.10978520286396,F,Course Unavailable at Local School,Approved/Enrolled,2287.2334,38.120556666666666,OcnA-S216-02,3,2.6666666666666665,3,2.857142857142857,3,2,3,3,3,3,3,3,3,3,2016-01-25T18:07:00Z,NA,NA,NA,NA,NA,NA
94577,OcnA,S216,02,1676,1494.39,89.16408114558473,M,Course Unavailable at Local School,Approved/Enrolled,1697.5829,28.293048333333335,OcnA-S216-02,4.2,3.6666666666666665,3.5,4,4,3,4,4,5,4,3,4,4,4,2016-01-25T19:33:00Z,NA,NA,NA,NA,NA,NA
94586,FrScA,S216,01,1232,1002.5,81.37175324675324,F,Learning Preference of the Student,Approved/Enrolled,791.0503,13.184171666666666,FrScA-S216-01,4.4,3.6666666666666665,3.5,4,4,3,4,5,4,4,3,4,4,5,2016-02-12T12:50:00Z,NA,NA,NA,NA,NA,NA
94590,OcnA,S216,01,1833,1441.48,78.6404800872886,M,Course Unavailable at Local School,Approved/Enrolled,1428.0167,23.80027833333333,OcnA-S216-01,3,2,3,2.5714285714285716,3,2,4,3,4,2,2,3,2,2,2016-01-25T15:03:00Z,NA,NA,NA,NA,NA,NA
94630,OcnA,S216,01,1833,102.5,5.591925804691762,F,Course Unavailable at Local School,Approved/Enrolled,245.2834,4.088056666666667,OcnA-S216-01,4,4.666666666666667,2.5,4.285714285714286,4,5,2,4,4,5,3,4,4,4,2016-02-18T15:42:00Z,NA,NA,NA,NA,NA,NA
94654,OcnA,S216,01,1833,1530.77,83.51172940534643,M,Course Unavailable at Local School,Approved/Enrolled,3140.7669,52.346115000000005,OcnA-S216-01,4.4,3,3.5,3.7142857142857144,4,2,3,5,5,4,4,4,3,4,2016-02-16T00:29:00Z,NA,NA,NA,NA,NA,NA
94661,FrScA,S216,01,1232,922,74.83766233766234,F,Course Unavailable at Local School,Approved/Enrolled,1705.1165,28.418608333333335,FrScA-S216-01,5,3.6666666666666665,5,4.428571428571429,5,3,5,5,5,5,5,5,3,5,2016-01-27T19:10:00Z,NA,NA,NA,NA,NA,NA
94691,AnPhA,S216,01,1775,333.15,18.76901408450704,M,Course Unavailable at Local School,Approved/Enrolled,258.35,4.305833333333334,AnPhA-S216-01,4,4,3,4,4,4,2,4,4,4,4,4,4,4,2016-03-14T00:44:00Z,NA,NA,NA,NA,NA,NA
94717,OcnA,S216,01,1833,1278.65,69.75722858701583,M,Course Unavailable at Local School,Approved/Enrolled,821.9161,13.698601666666667,OcnA-S216-01,4.6,3,2,3.857142857142857,4,2,2,5,5,3,2,4,4,5,2016-01-25T19:15:00Z,NA,NA,NA,NA,NA,NA
94744,OcnA,S216,01,1833,1786.76,97.47735951991271,M,Course Unavailable at Local School,Approved/Enrolled,8870.8833,147.848055,OcnA-S216-01,3.6,3,3,3.4285714285714284,3,3,3,3,4,3,3,4,3,4,2016-01-25T21:01:00Z,NA,NA,NA,NA,NA,NA
94756,FrScA,S216,01,1232,894,72.56493506493507,F,Course Unavailable at Local School,Approved/Enrolled,1122.5334,18.70889,FrScA-S216-01,4.2,3,3,3.5714285714285716,4,3,2,5,4,3,4,4,3,4,2016-02-11T13:40:00Z,NA,NA,NA,NA,NA,NA
94805,AnPhA,S216,01,1775,1606.04,90.48112676056338,F,Scheduling Conflict,Approved/Enrolled,4438.7165,73.97860833333334,AnPhA-S216-01,5,4.333333333333333,3.5,4.714285714285714,5,4,3,5,5,5,4,5,4,5,2016-01-25T17:46:00Z,NA,NA,NA,NA,NA,NA
